status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,A320,Solo Leisure,Business Class,Zurich to Frankfurt,Dec-21,4,5,4,,,5,3,yes,8,"  LH1185 from ZRH to FRA. This was a very smooth morning flight with an excellent crew. The flight was about half full (also in business) and boarding was fast. Even though it was a short flight of approximately 40 minutes, a small snack of muesli with fresh fruit was served, which was very tasty. The aircraft was spotlessly clean. All in all an excellent experience for such a short flight."
Not Verified ,,Business,Business Class,Stockholm to Seoul Incheon via Munich,Nov-21,4,5,4,3,4,5,4,yes,10," Just to record praise where it’s due. For some reason unknown to myself, despite flying about a hundred flights a year for years, I stupidly forgot my passport for this trip to Seoul. I managed to retrieve with Uber from home but it meant I was still at checkin just 20 mins before departure. The SAS/Lufthansa checkin staff did an amazing job and showed incredible flexibility to somehow get me onboard. Thanks a million for fantastic service which won’t be forgotten!"
✅ Trip Verified ,,Family Leisure,Economy Class,Luxembourg to Sofia via Munich,Dec-21,,,,,,,1,no,1,  Unfortunately my 75 year old father forgot his ID card in Belgium so was unable to take the flight from Luxembourg yesterday. It's been non-stop stress since then trying to get him to Bulgaria with no help from Lufthansa. Thankfully we will get him here in time for Christmas through a different airline but have been told that Lufthansa considers him a no show for this trip and have now canceled his return ticket. They are willing to sell this same ticket back to us for an additional 327 euros however. 
✅ Trip Verified ,,Couple Leisure,Economy Class,Cancun to Frankfurt,Dec-21,4,4,,,,1,1,no,1,"  We booked a return flight to Namibia for December back in October when Namibia was considered one of the safest places to travel regarding Covid. Unfortunately this all changed end of November. We flagged this with Lufthansa (after spending 1.5 hours waiting for customer service) but they were unwilling to help us and said it is the ‘risk of this time. Their suggestion was that we ignore restrictions and use the ticket to fly to Namibia. I will never again choose Lufthansa. In the end our only option was rebooking to another destination and paying a hefty premium on an already expensive ticket (+50% extra charge), and travelling to Cancun with Eurowings."
✅ Trip Verified ,,Solo Leisure,Economy Class,Frankfurt to Tampa,Dec-21,,,,,,,1,no,1,"  I needed to rebook my flight because of a notification in a change in flight times, so I asked for a refund to get this done. My $580 ticket was refunded $80. I was convinced this was an error, so I spent the next month getting transferred to different customer service departments. Ultimately, here’s the reply I received: “ We would like to inform you that As per our investigation Voluntary Full refund as per Fare rules correctly processed on ticket as there was no Flight cancellation found. We realize that this may not be the response you wished but we hope that this experience will not prevent you from making your future travel plans with Lufthansa.” I will never fly with Lufthansa."
Not Verified ,,Couple Leisure,Economy Class,Dallas to Frankfurt,Dec-21,4,5,4,5,,5,5,yes,9," I wanted to thank Emmanuel Ramos and his team for helping my husband and I navigate the airport boarding, ticketing and assist with our 2 oversized pets. His behavior was extremely professional and kind in a hectic environment and he multi-tasked consistently and cheerfully. He went above and beyond to help make our flight comfortable and make sure that we had everything squared away. If he is an example of the kind of people that Lufthansa hires, than it is no wonder that they are a 5 star airline! Such excellent service!"
✅ Trip Verified ,A320neo,Couple Leisure,Business Class,Keflavik to Frankfurt,Dec-21,4,5,5,,,4,4,yes,8,"  Keflavík to Frankfurt in Business Class in an A320neo. Business Class seating is similar to Economy but with the middle seat left vacant. Service was attentive and efficient, as we have come to expect from Lufthansa. The flight was on time. Unfortunately, most of the A320neo aircraft in the Lufthansa fleet are without WiFi and I hope the company addresses this issue soon."
✅ Trip Verified ,A340-300,Couple Leisure,Business Class,Frankfurt to Mumbai,Dec-21,3,5,5,4,4,4,4,yes,7,"  Frankfurt to Mumbai in Business Class on an A340-300. Lufthansa's aging A340 aircraft together with its dated Business Class product seems Stone Age compared to its competition, especially when you look at carriers such as Qatar and ANA. Lufthansa excels is in the service department - staff are efficient and warm. The food served was also very good by airline standards."
✅ Trip Verified ,,Solo Leisure,Economy Class,Washington to Dusseldorf via Frankfurt,Dec-21,,,,,,,2,no,1,"  I booked my flight 6 months ago and around 2 month ago I got the first e-Mail with the information that my flight was canceled and rescheduled. I called Lufthansa Customer service and there was a very nice man who helped me to rescheduling my flight. A month later, my flight was rescheduled twice, without letting me know, I only saw it because I checked the Lufthansa app. Then last week I got another e-Mail that my flight was canceled again, though I called the Customer Service again. First I tried 6 times, the computer hung up on my every time, then I tried it very early in the morning on the next time and I had to wait for 35 minutes until someone picked up.  The woman was not very friendly, I told her my story and she gave me a new flight and muted herself for around 5 minutes without letting me know. I was talking and asked if someone is still there etc no answer, then she unmuted herself for 2 second and was muted again. I am really disappointed."
✅ Trip Verified ,,Couple Leisure,Economy Class,,Dec-21,,,,,,,1,no,1,"  Lufthansa refunded me less than 10% for having to cancel my parents' flights because of the shut down of Austria due to the vaccine resistant Covid variant. I have appealed this twice and they have told me I was given what I deserved, yet their public statement is that they ""care for the safety of their passengers"" which is evidently not true."
✅ Trip Verified ,,Solo Leisure,Economy Class,Boston to Berlin via Frankfurt,Sep-21,1,1,1,1,1,1,1,no,1," Boston to Berlin via Frankfurt. There is no customer service at Lufthansa. They will claim that you can rebook or have a refund of your ticket because of COVID travel changes but this is a blatant lie. The worst part was trying to get in contact with them - I do not have an international phone company so I could not call them. I spent two weeks waiting for a response to my emails - nothing. I had to have a friend in the US call, and even then they wouldn't rebook. The wanted to rebook a flight without refunding or giving me a voucher at all, and charge me over 1000$. I will never, never fly with them again, which is too bad, because the flight itself wasn't bad. They want to take your money and give you nothing for it."
✅ Trip Verified ,CR9,Business,Business Class,Sibiu to Amsterdam via Munich,Dec-21,3,5,5,,,4,4,yes,8,"  Before Covid I regularly flew Lufthansa. Maybe not the most easy going airline, maybe not the best food, but dependable and with loads of smaller destinations in Eastern Europe. I was pleasantly surprised. Both going to Sibiu and returning, Lufthansa out did my expectations. Checkin was fast. everywhere the QR code was checked. The lounge at München airport was good, not too full with a decent selection of food and drinks. The ground staff was nice and the air hostesses; chatty and helpful. Seating on European routes is not that good, but with flight times under 1,5 hours that's not really a problem. The food was the most pleasant surprise, with fine regional German food, presented in an attractive way. When I mentioned this to one of the cabin crew, she told me that the offerings had recently been upgraded."
Not Verified ,,Couple Leisure,Economy Class,Manchester to Hong Kong,Dec-21,,,,,,,2,no,1," We booked flights with Lufthansa in February to travel over Xmas. We had 6 small flight changes, all fine. We then received an email asking us to call (a premium number) where we were told our last connecting flight had been cancelled and were offered an alternative that left before our other flight had arrived. I explained this was not an alternative and was told there was nothing they can do. I was told to cancel, which would have cost us over £2000 extra due to now booking last minute. I was hung up on 4 times by various agents (including one who just started taking other customer calls with me on the phone line). Eventually we managed to rebook with an increased travel time of 12 hours and after having spent 4 hours on the phone at 40p per minute over 3 days. The customer service is appalling. I have also complained via their email complaint line and have been told someone will get back to me 5 times in the last 4 weeks and have heard nothing."
Not Verified ,,Couple Leisure,Economy Class,"Tampa, FL, USA to Dublin, Ireland",Sep-21,4,5,5,4,4,4,2,no,2,"  Probably the worst customer service. The actual flight was perfectly fine and I had no issues with it whatsoever. However, circumstances arose where I needed to re-book the flight (not cancel, although one should be allowed to cancel a flight during the middle of a pandemic and receive a significant portion of their money back) with Lufthansa for a different day and customer service was shambolic at best. Long wait times to talk to someone with a very hard to understand and thick accent only to be told that the flight I was requesting to change to, which was a cheaper flight, would actually cost $500 more despite initially paying for tickets that allowed you to change your flight without crazy fees. When pressed as to why the flight would be more expensive when anyone can look it up and see the cost vs. what I paid initially, there was obviously no response. Queue being put on hold again and then being hung up on leads to this review. Lufthansa makes it easy and oh so pleasant to take you money with flat pandemic platitudes (re-book easily with no fees) but they are an absolute nightmare when such circumstance arise."
Not Verified ,,Family Leisure,Economy Class,Rome to Frankfurt via Newark,Nov-21,3,2,3,3,3,3,3,no,4,"  We always fly United however for this trip, we were unable to use United so we booked Lufthansa. The attendants were mostly helpful. However, one attendant was cold and stoic. At the end of a long flight, we asked what carousel to go to for our luggage. The attendant said she didn't know and told us to keep moving on. Also, the online app did not work so we had to wait in a very long line in order to show our documents. When we finally got to the front, we were told we had to check our carry on luggage. One piece was ""2 pounds over"" and the other was ""4 pounds over."" I will never use this airline again."
✅ Trip Verified ,,Solo Leisure,Economy Class,Mexico city to Moscow via Frankfurt,Dec-21,4,2,1,4,,4,3,no,4,"  Lufthansa still flies you from point A to point B and it’s good news. Also, they do it efficiently - the delays are within normal limits, the luggage has arrived on time, the check-in process was okay and the aircraft was modern and quite comfortable. As for the in-flight service - it has changed for the worse so dramatically that from now on I will try to avoid flying Lufthansa. I used to fly transatlantic several times a year and Lufthansa was always a good option - not anymore. On a 12-hour flight from Frankfurt to Mexico City (10,5 hours backwards) they don’t even offer meal options anymore! They just shove you a vegetarian pasta which is edible but unsatisfying. The “breakfast” is also vegetarian, both times it was a tortilla with cheese filling, it was cold and stale and I couldn’t eat it though I was hungry. On the 3-hour flight from Frankfurt to Moscow they don’t even serve free drinks - they give you a 300ml bottle of water a tiny chocolate bar at the end (you can grub several if you are really starving). Coffee and probably some snacks you can buy from them - that’s how it works now. In general, food service is a disgrace and the flight attendants are polite but very abrupt. With their masks on, they are like robots - gone is all the niceness and kindness and good humour. All they care about is that your mask is covering your nose properly at all times. It’s more like a sanitary convoy, not a service, and that was the impression throughout all 4 flights with them that I’ve had recently. For comparison, my colleagues were flying the same route with other airlines and literally everybody mentioned better food that I’ve had and a friendlier service. So, I am disappointed and will try to avoid flying Lufthansa in the future."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Copenhagen to Frankfurt,Nov-21,5,5,,,,5,5,yes,10,"  LH827 CPH-FRA CPH check in fast. Had to walk what seemed a infinity to the Gate. Flight had a gate change. Inside the aircraft it was roasting hot. Landed in FRA on time, and bags took a long time to get out on to the luggage carousel. Lufthansa is okay for Euro Domestic trips."
Not Verified ,E190 / A333,Family Leisure,Economy Class,Birmingham to Seattle via Frankfurt,Nov-21,3,4,3,3,2,3,4,yes,8,"  Didn’t really have any expectations before flying, especially in covid times but was reasonably pleased with Lufthansa. Outbound flight from BHX to FRA was half full so had lots of spare seats. A bottle of water was provided with some chocolates. FRA to SEA was 60% full so we were able to move around the cabin and find seats with more space. The crew were really friendly and when serving drinks told us to have two as they weren’t coming back for a while. The food was standard ok. The return flights were a lot fuller and the crew came round less often but this wasn’t a problem given it was a night flight. My only gripe is the IFE system on the a333. There were two different systems - one that was similar to a tablet and one that was a sort of tv. The former was fine but the latter was so laggy that you touched the screen and it choose a different option. This meant passengers were poking the screen meaning that those sat in front of them were disturbed. I do wonder whether covid has been used to reign back the food and drink options"
Not Verified ,,Solo Leisure,Economy Class,Budapest to Toronto,Nov-21,1,1,1,1,1,1,1,no,1,  I was sitting at the back of the aircraft. They ran out of bread before they got to me. Lunch was a sub-par vegetarian snack wrap with cheese. Worst part is they lost my luggage. No word 24h after my flight. When I called the line they told me they weren’t sure were my luggage was but that it might still be in Frankfurt. I was offered no type of compensation even though I was forced to purchase new clothes so that I could go to work. I’m no longer in Toronto and have no idea when I will receive my luggage.
✅ Trip Verified ,,Business,Economy Class,Frankfurt to Lviv,Nov-21,4,4,1,3,1,1,1,no,2,"  I haven't received my baggage at all during 2 days! Since I arrived from Frankfurt there were 3 flights with same destination but for some reason my luggage was not in any of these flights. I had all my stuff there that i need on daily basis, I spend money to buy new, was not able to work and seems company doesn't care at all for passengers and what they are going to do without their stuff. As well its impossible to contact Lufthansa as no one pick up phone as well no one reply to emails. I hope that i will receive my baggage at least, what might not be the case. Highly do not recommend this company!"
✅ Trip Verified ,Boeing 747-8,Couple Leisure,Business Class,Frankfurt to Mexico City,Oct-21,4,5,5,5,,3,5,yes,9,"  Great flight at all. Ground staff in Frankfurt was unfriendly at checkin. Lounge was great. Service in the flight was amazing! Seats could be more spacious and more private like other airline business class seats. But all in all, good Job Lufthansa."
✅ Trip Verified ,,Couple Leisure,Business Class,Geneva to Mexico via Francfort,Oct-21,4,1,1,4,,5,2,no,3,"  Very bad experience on this flight to Mexico City. No Gin-Tonic on board. Sitting with my wife in the middle row, they were not able to serve dinner at the same time. I got my menu when my wife had finished hers. The presentation of my main meal was disgusting. When asking the flight attendant what happened she just explained that there was a problem when charging the food at the airport. They didn’t show me the wine bottle but just bring you a glass of wine."
✅ Trip Verified ,Boeing 747-8,Solo Leisure,Business Class,London Heathrow to São Paulo via Frankfurt,Nov-21,4,1,2,3,,1,3,no,3," Worst business class experience ever. Negative - Inept, arrogant inflight service. Clumsy at times (one of the other passengers got soaked in red wine by a clumsy flight attendant), utterly clueless mostly (they ignored me for hours, ""forgetting"" to serve food drink or water) Flight attendants and other staff have difficulties restraining their contempt for the customers. Glossy menus but hardly any items on the menu available. Boarding experience is a mess. Staff takes pleasure in giving business class customers a hard time. Outdated business class cabin without any privacy or aisle access Not enough wash rooms in the cabin. Long queues throughout the flight. Positive Lounges are stylish (food could be better in LHR, lounge in FRA is fine). Flights were on time. No luggage was lost. Comfortable seat with ample leg room, had a good night’s sleep."
✅ Trip Verified ,,Business,Economy Class,Miami to Kyiv via Frankfurt,Jul-21,5,5,5,5,,5,5,yes,10,"  
I would like to thank Lufthansa and its airport crew Cristian Lenz. He is a life saver! On 13-14th of July, 2021 my family and I had to fly Lufthansa Miami - Frankfurt - Kyiv with 2 month old baby, but our flight from Miami delayed for 2+ hours because of weather conditions, we missed our next flight, so, in Frankfurt we asked to give us any flight even through other Germany city, just to get home faster at the same day, so, we've got such a flight with extra city. We were so much tired, with a so little baby, so many and hard flights. At that (third) city (i don't remember which exactly, it was just for transition), we were already exhausted. We forgot my small bag at the airplane with my phone, documents, bank cards, money ut already couldn't return for it. I was in panic, cause in 1.5h we had another flight, to Kyiv. I, with a little baby on my hands, saw an airport crew guy - Mr Lenz, told him about my trouble. Truth be said I didn't think he can help, i thought he sends me to the special service for finding things  as most are doing.. But he said: don't worry, take care of your kids, I will get it for you. I was very happy. The airplane already wasn't at the place, Cristian did real magic and found that my bag before our next flight. I appreciate it so much! I even don't know what we would do, especially with 2 month old baby, who was already very tired. I'm so grateful this Person for His heart and willing to help. Also want to admit the stewardesses on the flight from Miami - they were so attentive, helped much with the baby, changed our row to a one with the extra space and baby bed.. we enjoyed that flight. Thank you!"
✅ Trip Verified ,,Business,Economy Class,Düsseldorf to Frankfurt,Nov-21,3,3,,,,2,1,no,3,"  Cabin was not cleaned. Garbage from previous flight left in the seat net. Unfriendly personnel (gentleman in the business desk) and bad boarding organizations, eg. caling priority passengers but not letting them in because they have another boarding group. "
Not Verified ,,Business,Business Class,San Fransisco to Islamabad via Frankfart,Oct-21,3,1,1,1,2,1,1,no,1,"  I have had better experience in an economy class on many airlines than Business Class on this airline. Horrible service, worst food and incredibly unfriendly. The flight attendant on my side was picking and choosing who he wanted to give his attention to and I was not one of them. He gave out 4 hygiene utility bags to people in front of me but not to me. I asked if I could have some fruit as I was going to the washroom and he told me that he didn't have any fruit to offer but on my way back to my seat I noticed that couple on the first row had a bowl of fruit in front of them.  The entertainment was not good either. I couldn't wait to get off the plane. I was not expecting his from a German company. Never flying them again."
✅ Trip Verified ,,Solo Leisure,Economy Class,Frankfurt to Buenos Aires,Nov-21,1,1,1,3,,2,1,no,1,"  Some of the passengers didn’t wear the protective mask: the staff didn’t care much for that. Meal service is very basic. For dinner they only offered one option and it was vegetarian. No second option.  During the flight they offered only water: no crackers, no fruit, no sandwiches. Seats are cramped and toilets were dirty. I cannot recommend this airline."
✅ Trip Verified ,,Solo Leisure,Economy Class,Mexico City to London via Frankfurt,Nov-21,1,5,1,1,,5,1,no,3," Flight departed late, causing me to miss my connecting flight. At Frankfurt, I was sent to a different terminal to talk to customer service, meaning I had to go through security twice before being issued a new boarding pass for a flight five hours later. The legroom is also extremely small for a transatlantic flight - just a regular-sized backpack placed under the seat in front of me meant that I had no space for my legs in a 10-hour flight, and I was also brushing against the person sitting next to me the whole flight even though I'm extremely thin. The food was disgusting. The cabin and ground staff were all very pleasant and helpful, which was the only positive thing about my experience flying with Lufthansa."
✅ Trip Verified ,,Business,Economy Class,Denver to Frankfurt,Sep-21,1,2,3,3,,1,1,no,1,"  We paid extra for the choice to select our seats and on two different occasions, they were erased from record. After a total 14 hours of time on hold/talking with customer service we finally were able to confirm (we hoped) that our seats were together and where we selected them/paid extra for. The communication with Lufthansa and their partner airlines were horrible. Lack of information was shared, false details were relayed to us. We finally boarded our overnight flight from Denver to Frankfurt, but the AC was broken and it was 86 degrees in the cabin. They made no effort to rectify the horrible overnight (9 hour) flying experience.  My baggage was lost in Italy and the process for getting it back was long and stressful. Finally after 6 days, while calling to confirm 5x a day I was able to get my work equipment back.  I've tried to contact Customer Relations, but as of today it's been 25 days without a response from them. "
Not Verified ,A320,Solo Leisure,Economy Class,Berlin to London via Frankfurt,Nov-21,3,2,2,,,2,3,no,5,"  The first leg BER-FRA was delayed due to late arrival of the aircraft. The flight is completely full and the boarding was chaotic without much prioritisation of the Group number. Most passengers brought along huge cabin luggage. The gate staff announced to encourage passengers to check their bags free of charge, but they didn’t go out of their way to pick some obviously large and oversized bags. Once onboard, the overhead bin filled up quickly. Cabin crew were standoff-ish, saying that it was not their job to facilitate the space arrangement.  The flight was further delayed because passengers continued to run up and down the aisle to find space. Once arrived in Frankfurt, there was nobody at the gate to facilitate connecting passengers, so everyone ran for themselves. My second flight FRA-LHR was also further delayed for unknown reasons. Upon boarding, I was told to go to another gate staff to have my documents checked for COVID & locator form etc. The other staff  refused to do it because it wasn’t her duty, whilst the one holding that duty was nowhere to be found. Once onboard, again, similar situation with the overhead bin space reoccurred, but this time the male steward were slightly more hands-on than the previous flight, but they still could do more. This trip wasn’t the first time I encountered LH cabin crew staff’s attitude towards assistance with the overhead bin space. Since before COVID, I’ve gradually switched from BA to LH as my preferred full-service airline, but the LH cabin crew attitude is making me think twice on my future flights, especially LH has now scaled down the inflight catering whilst BA started to offer some free stuff

**WAITING TICKET"
,,Couple Leisure,Premium Economy,Dublin to Rio de Janeiro via Frankfurt,Nov-21,1,1,,,,1,1,no,1,"Booked and paid a return flight in June 2021 (6 months in advance) with Lufthansa from Dublin, Ireland (DUB) to Rio de Janeiro (GIG) with an inbound flight on November 19, 2021, and a return flight on December 13, 2021. The company canceled the inbound flights twice where I had to call multiple times to have them rescheduled. Within one week of our travel, they canceled (again) the last leg. When I called (again), this time, I was told that the full ticket was canceled and, there were no other available flights for November or December. The free flight change would only cover flights to the same destination within 7 days of the initial booking dates. If I would like to reschedule for January onwards, I would have to pay 1100 Euro per passenger. Or, according to customer support, the best option was to get a refund and book the flights with another company. Being close to Christmas (a peak period) increased our travel costs by more than three times. Even worse, we are traveling because of our wedding ceremony scheduled for December 4, 2021, limiting our flexibility options. We had to postpone our wedding for more than one year due to the pandemic scenario and, now we receive this unpleasant ""gift"" from Lufthansa, which will add stress and increase costs. Thank you, Lufthansa, for such a disgusting treatment. I will never fly with Lufthansa again in my life and, to all of my contacts and social media, I will strongly recommend avoiding this company at all costs. It looks like Lufthansa is going through some profound challenges. They show no care or respect for their customers. My advice is to choose any other company to fly."
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Frankfurt to Kiev,Nov-21,4,5,5,,1,5,5,yes,10,"  After one month rest from the previous experience I decided to give LH a second try and flew from FRA to KBP this week. Last time it was from Munich. My feeling is that I was flying two different airlines then and now. Online check in worked well and produced a mobile boarding pass. Automated bag drop at FRA took 3 minutes and was flawless with nice staff on help if you need it. Check in counter (I had to correct some info) gave me all required help and with smile. At the gate everything was in perfect order and well communicated. Onboard crew were cheerful and served in a very professional manner. I purchased a sandwich which was good quality and not overpriced. Wifi worked with no internet access (strange kind of service, but luckily my card was not charged). Flight was on schedule both out and in. Disembarkation was fast. Bag on the belt in 5 minutes. Miles on the account next morning. What else would one want?"
✅ Trip Verified ,A321neo,Solo Leisure,Economy Class,Cairo to Paris via Frankfurt,Nov-21,1,1,1,,,3,2,no,3,"  A320neo, 4.30h flight without entertainment, no seat adjustment possible, no usb charger, no wifi, the catering was an inadequate old wrap, crew more or less in a bad mood. Spending almost 5 hours on a night-flight in an upright position without blanket, pillow, or service? "
✅ Trip Verified ,A320,Business,Business Class,Brussels to Frankfurt,Oct-21,1,2,1,,1,2,1,no,2,  I used to enjoy the food served on Lufthansa business class flights. On short flights it were often just a few bites very nicely presented which gave you the feeling to be a well treated guest by them (and you also always paid the high price for it). On the most recent short haul flights I took with Lufthansa I was shocked the food served in business class has been downgraded while ticket prices are as high or even higher as ever before. The food served on my business class flights were uninspired tasteless sandwiches. They looked similar to the sandwiches Lufthansa used to serve in Economy until a few months ago. If this is their strategy to attract full fare paying guests in Business they really got it wrong. It’s an absolute disgrace for people paying so much money expecting a standard above average. If this is the new Lufthansa I may as well consider flying low cost for my next flights and just pay for food sold on board. It would be a massive saving
✅ Trip Verified ,Boeing 747-8,Solo Leisure,Economy Class,Helsinki to Sao Paulo/ via Frankfurt,Oct-21,3,1,1,3,,1,1,no,1,"  HEL-FRA-GRU 2nd September, GRU-FRA-HEL 19th October. Flights were on time. Could find 2-3 movies politically incorrect enough to be worth checking.  No meal HEL_FRA, inedible dinner. All flights had dozens of maskless people, for example 4 right in front of me. Crew remained passive in this regard, even after pointing this out. In fact, on both 747 legs, one of them had an unfitting mask not covering his nose. Preflight nobody could be contacted by phone. Had I known how reckless Lufthansa is in regard to covid pandemic, I would have canceled my flights. For those who do not care, bring your own food. 11 hours is a long time without a meal."
✅ Trip Verified ,,Couple Leisure,Economy Class,Los Angeles to Ankara via Munich,Oct-21,3,1,1,1,1,3,1,no,1,"  They give pasta (macaroni) for meal both on the flight to go Los Angeles and going back. Also I have connected flight from Ankara to Munich they give nothing even water. I had never experience like this. also they don’t want to give me second beer, hostess are rude and dour. "
Not Verified ,,Family Leisure,Economy Class,Munich to Barcelona,Oct-21,1,1,1,1,1,1,1,no,1," Munich to Barcelona. The flight attendants did not help us at all and they were the opposite to resourceful. The person who was supposed to help us locate our luggage didn’t even attempt to solve the problem that we had. She just kept ignoring our problems. Moreover, the flight was more than an our late without any type of explanation. This airline is just incompetent and not resourceful to say the least."
✅ Trip Verified ,,Business,Economy Class,Frankfurt to Mumbai,Oct-21,3,3,2,4,4,3,3,no,6,"  Took flight from Frankfurt to Mumbai last week. Food was pathetic, on the name of covid and less crew. No fresh snacks were served or nonveg food was given, failed to understand the reason behind it. No much options in food in spite of charging high. Seats were ok but little congested cabin for long journey. Lots of scope in improvements."
✅ Trip Verified ,A359,Couple Leisure,Business Class,Newark to Munich,Oct-21,3,2,2,,,1,2,no,5, Extremely disappointing. At gate they wanted Vax info even though UAL had uploaded to itinerary. On boarding no welcome beverage or real welcome. No menu provided. Table setting consisted of a cloth tossed at our table. Meager amenity pack. Mediocre food. Not very comfortable bed. 1970's coach with a flat bed.
✅ Trip Verified ,,Business,Economy Class,Frankfurt to Saint Petersburg,Oct-21,2,2,1,,,1,1,no,2," I am a frequent flyer with Lufthansa since more than 25 years. Living close to their German hub, I use this airline for world-wide travels, both for business and private needs. In the past, the airline delivered not perfect but pretty good services as on the ground as well in the air. The last 5 years the situation has changed drastically. I had multiple serious issues on the ground and in the flight, when Lufthansa staff demonstrated a full ignorance or arrogance to the passengers. The numerous complains to the support line result in formal response without any real measures. The COVID pandemics worsened this disaster service even to more catastrophic. I could provide my personal tens of examples how the Lufthansa employees treat the customers in bad manner, starting from business lounges and further at boarding and in airplane, however, this review is not aimed to make a long story but just to express the general status of the services by Lufthansa. Last but not least, recent changes in price policies and in-flight services just confirm the general trend of company degradation. For example, on some international flights longer than 2 hours (flight FRA-LED), which I recently used, there is no more complimentary food/drinks service. The ticket price, however, increased! As a summary, using often other air carriers, I have to say that Lufthansa is rather located in the very end of the list of quality providers."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Brussels to Belgrade via Frankfurt,Sep-21,4,5,,,,5,5,yes,9," As always with Lufthansa I had no problem with this flight. The flights were on time and planes were clean. I still don't like to fly with mask on my face, hope this end soon."
✅ Trip Verified ,,Business,Economy Class,Stuttgart to Budapest via Munich,Oct-21,3,3,1,,,3,3,no,1,"  I had booked Stuttgart to Budapest via Munich. That's what I got and LH initially confirmed. On check in, the flight from STR to MUC had been cancelled and I was rebooked to fly through FRA (what I wanted to avoid). Flight STR to FRA was delayed by more than 45 min, I only made the connection in FRA because the gate was just across and because also FRA to BUD was delayed. My luggage, though, didn't catch the flight and was only delivered during the night. "
✅ Trip Verified ,Boeing 747-8,Couple Leisure,Business Class,Los Angeles to Frankfurt,Sep-21,5,5,5,2,1,4,4,yes,10,"  Boeing 737-8 business class is excellent. Seats are comfortable, love the storage area for window seats in Business Class. Extremely competent and friendly flight attendants attending every need throughout the flight. This includes disassembling a seat to recover my lost glasses - not a simple task for complex full recline seats in Business class. Above average meals. Only complaint was that the USB port did not have enough power to charge my iPad or even keep it from discharging (albeit slowly)."
✅ Trip Verified ,Boeing 747-8,Solo Leisure,Economy Class,San Francisco to Frankfurt,Sep-21,4,5,3,4,,5,5,yes,9,"  It's been some years since I've flown Lufthansa long-haul, and I have to preface this by saying I was extremely lucky with a more than half-empty flight. The 747-8 is a gorgeous airplane and I do hope Lufthansa continues to fly them even as others discontinue this awesome Jumbo. Check-in : Easy, friendly service. In-Flight Service : Very friendly and accommodating as Lufthansa has been in the past. Seat-Comfort - Due to the half empty flight, I was happily able to stretch out. However, even in a full flight, the seat would have been above average by economy standards. I can recommend the mini-economy cabin in front of economy plus on this particular plane. Food/Beverages - Good selection of beverages. Meals were fine (Ravioli for dinner and a sandwich box for breakfast), but nothing special by economy standards. No choice food alternative choice was provided. Entertainment - A bit of a more dated touch system, that was a bit sticky to navigate, but overall a good selection. WIFI - Offered, but not used by myself. Overall one of the better long-haul USA-Europe flights I've been on."
✅ Trip Verified ,,Solo Leisure,Economy Class,Moscow to Newark via Frankfurt,Sep-21,2,1,1,,,1,1,no,1,"  Moscow to Newark via Frankfurt. Flight from Moscow to Frankfurt. At the check-in counter they the rep said that I have to pay for my luggage even though, it was paid at the time of the ticket purchasing. The shift supervisor stated that their computer does not reflect my luggage was prepaid and that I have to go to the company cashier window and get some kind of proof that this is the case. Finally, after standing in line to see the cashier I managed to get the required number that proves my luggage was prepaid. Why are you asking your customers to prove that they paid for the luggage? Is booking number should be enough to see the whole info? Flight from Frankfurt to Newark my food was horrible. The flight attendants are rude. During meal time when I was trying to eat and answered her question about my choice of drink she asked me to put on my mask for the reason. ""because you are talking to me""."
✅ Trip Verified ,,Solo Leisure,Economy Class,Austin to Frankfurt ,Sep-21,,,,,,,1,no,1,"  I booked a 4 leg round trip with Lufthansa a month ago. A week back I got an email notice that they have cancelled the flights in 3 legs of the 4 leg round trip. They gave me an option for an intermediate leg that starts about 6 hours later from Frankfurt and options to cancel it and ask for a refund. I cancelled an intermediate leg as it is of no use as I cannot magically transport myself to Frankfurt and have my luggage automatically loaded in the aircraft for an onward journey. When I clicked refund my ticket, it errors out on their site and asks you to contact their customer service. I have been on hold for more than 2 hours on three separate occasions and yet unable to get in touch with their customer service. An email sent to their customer service to process my refund came back with a canned response from a DONOTREPLY email address. I have started the process of disputing the charge through my credit card company because according to their flight cancellation email I am entitled to a refund, just there is not way to request a refund online or via phone. I have searched online and there are numerous customers with the same experience.  Spare yourself the headache of forced flight cancellation and inability to request refunds."
