status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
✅ Trip Verified ,Airbus A321Neo,Solo Leisure,Economy Class,Frankfurt to Budapest,Jan-20,5,5,4,,,5,5,yes,10," Frankfurt to Budapest with Wizz Air. Boarding was on time and comfortable from the terminal building straight in to aircraft. Low cost uses buses at Frankfurt Airport. Plane was new, nice seats and crew has beautiful uniform. Good variety of food on board, I had a nice bottle of wine and a tapas box. Very tasty, Wine was chilled.",positive,0.909931,1,17,6.605298,-6.357842
✅ Trip Verified ,,Family Leisure,Economy Class,Frankfurt to Budapest,Jul-19,3,3,,,,2,2,no,1,"  Frankfurt to Budapest. This airline has terrible service. I paid for my seat reservation but when I went there, I found that it has been to given to someone else. They gave me alternative seats and all of them are at different places. calls to Customer service have heavy charge.  Luggage transfer is terrible, broke handle. Be prepared to travel inside airport approximately 30 mins in bus to board flight. I wrote an email to customer service. They respond to you once in 3 months and also , they acknowledge the issue after 3 months but it will not get resolved. I don't recommend this airline at all. My refund is still pending after they accepted that it is an issue and they will rectify it.",negative,-0.850004,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Debrecen ,Jan-20,1,2,1,,,1,1,no,1," Worst company, complete rip off! Avoid if you can! When this company sees customers they don't see human beings, they see a walking, talking wallet. They add extra costs for everything and make it so that you have to pay for extras. Like for the hand luggage, they keep making it smaller just so you have to buy a bigger one. Food on board is expensive and tastes like cardboard. When you're done paying for extras you end up with the same price as is you paid for a better company where these ""extras"" are included. The website is done poorly, looks like it's done like that on purpose to make customers call their call centre with a fee of over 1 euro / minute, and they keep you on the phone. The seats are so tiny only children can fit comfortably (I'm petite and can hardly fit in the seats). And they are so uncomfortable my back is always stuck for days afterwards.",negative,-0.737422,1,17,6.605298,-6.357842
✅ Trip Verified ,,Couple Leisure,Economy Class,Krakow to Luton,Jan-20,2,2,,,,1,1,no,1,"  Krakow to Luton. This airline purposefully does not seat passengers together so that they are inclined to pay for seats together. Clunky app that causes difficulties with check in, they will then charge £40 to check in at the airport (as unable on the app). Not worth the cheap fares.",negative,-0.904903,1,17,6.605298,-6.357842
✅ Trip Verified ,,Couple Leisure,Economy Class,Vienna to Oslo,Jan-20,1,1,,,1,1,1,no,1,"  Vienna to Oslo. They will add extra payment for everything, and hide this information well – and obviously speculate on this as a business model. I regret I spent my money here.",negative,-0.962426,1,17,6.605298,-6.357842
✅ Trip Verified ,,Solo Leisure,Economy Class,Dubai to Sofia,Jan-20,1,1,1,,,1,3,no,1,"  Dubai to Sofia. I made my boarding card online by my phone. At check in counter the ground officer  charge me 160AED for boarding card which i already did online. Trying to show him from my phone PDF but he refused and said company policy accept only printed paper not PDF. Onboard there is no  screen TV or facility. I ordered bottle of water 2.50 EURO, waiting more than 30 mints no one deliver the water. I ring the bell cabin crew brought the water and asked me to pay again. Return flight from Sofia to Dubai I made boarding card and printed, at check in they ask me 25 euros to pay for baggage? I asked why i have to pay I have small backbag less than 5/KG , he said its not by weight but size its by size.",negative,-0.633077,1,17,6.605298,-6.357842
✅ Trip Verified ,,Family Leisure,Economy Class,Luton to Tirana,Jan-20,1,1,1,1,1,1,1,no,1,"  Luton to Tirana. I am shocked with the customer service. Going for department just before getting in the plain, we have to wait in stairs for round good 40 mins mind you with kids and family. I was very angry and to make this worse just before we were taking off, I asked to move seats because there were few seats empty. But I was not allowed. I would not recommend this flight to anyone.",negative,-0.776261,1,17,6.605298,-6.357842
✅ Trip Verified ,,Business,Economy Class,Budapest to Gatwick,Jan-20,,,,,,1,1,no,1,  Budapest to Gatwick. I flew from Naples to Hungary to catch a flight to Gatwick. I had no issues from Naples to Hungary but as soon as I arrived to Hungary I was stung with two extra charges. The staff are so rude.,negative,-0.826718,1,17,6.605298,-6.357842
✅ Trip Verified ,A321-200,Solo Leisure,Economy Class,Luton to Prague,Nov-19,4,5,,,,4,5,yes,9,"  Luton to Prague. Delayed for about 30 minutes due to late arrival. A321-200 was almost new, interior clean, seats quite comfortable, but legroom too small. There wasn't any services for free, like other lowcost airlines. We arrived only about 10 minutes after scheduled arrival. Staff was nice and friendly.",positive,0.36933,0,16,7.923457,5.642262
Not Verified ,,Couple Leisure,Economy Class,Budapest to Liverpool,Jan-20,1,1,,,,1,1,no,1,"  I had a flight one way flight booked from Budapest to Liverpool airport on the 07/01/20, the flight was booked for 2 passengers, the night prior my flight I included and paid for 2 priority bags for 10kg which cost me in total for 2 people £56, I paid this fee on the app and also checked in for us both, at arrival of our gate and waiting to board the flight I was told that the 10kg bag that had been added to our itinerary was not acceptable and I needed to pay another additional fee equivalent to £48. I am disgraced with the service I received and not only did they insist I paid this unnecessary fee but continued to put both of our bags in the overhead lockers anyway, I was dismissed when I expressed my dissatisfaction, and after what was supposed to be an enjoyable holiday and a nice return back home resulted in a disaster. I will never fly this airline again.",negative,-0.956549,1,17,6.605298,-6.357842
Not Verified ,,Solo Leisure,Economy Class,Lisbon to Istanbul,Jan-20,,,,,,1,2,no,1,"  Lisbon to Istanbul. Worst experience ever! I can't even call it an experience since I had to move from different terminals in Lisbon, they never give you any information, they didn't let me check in online for some reason that no one  can explain, and finally arriving at the correct terminal - after having to pay over 20 euros for a 20kg bag online when purchasing the ticket - they simply were not there! They said they closed the check in 40 minutes before the flight, but I was there 50 minutes before and no one was there to check in me nor my bag. Lost the flight for no reason.",negative,-0.961934,1,17,6.605298,-6.357842
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Luton to Athens,Jan-20,4,4,,,,4,4,yes,9,"  Luton to Athens. Pretty standard low cost service, where I had a small hand luggage allowance. Generally lenient with the policy. Crew had a smile,. I felt more welcome than with flights on Ryanair. Embarkation and disembarkation efficient. Both flights on time. Reasonable price (175EUR return - booked 6 days before departure). I got an emergency exit seat on one flight, without having paid for it.",positive,0.536443,1,17,6.605298,-6.357842
✅ Trip Verified ,,Couple Leisure,Economy Class,Sofia to Tel Aviv,Jan-20,1,1,1,1,1,1,1,no,1," Sofia to Tel Aviv with Wizz Air. Avoid this airline! There are many hidden costs. You are asked to pay for luggage and seats. They purposely split you up from anyone you are travelling with so that you pay to sit with them. You have to pay to take even the smallest bag on board. Even when we measured the dimensions of our bag to make sure it fit requirements, they still charged us extra. Just please avoid this horrible company! You end up paying more than the top airlines because of all this hidden charges. Soon they will charge for breathing air too!",negative,-0.710896,1,17,6.605298,-6.357842
✅ Trip Verified ,,Couple Leisure,Economy Class,Milan to Nur-Sultan via Budapest,Jan-20,1,1,1,1,1,1,2,no,1," Milan to Nur-Sultan via Budapest. It was worst flight I’ve ever had! Seats are uncomfortable! Staff is a little bit rude. In one flight (5 hours) they sold food on food trolley for 5 times + they sold perfume and cosmetics twice. It was inconvenient because the trolley blocked the pass! The flight arrived late, however there wasn’t any weather problem! Online check-in closed 3,5 hours before, however, in their site it’s written that online check-in closed only 2 hours before. They made automatically check-in and gave my husband 7B and to me 14D, even so, there were lots of free seats. And flight crew didn’t permit to change our seats. There were a problem with luggage too - we had to pay for our hand luggage even so it wasn’t overweighted.",negative,-0.838198,1,17,6.605298,-6.357842
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Krakow to Luton,Jan-20,1,5,,,,1,3,no,2,"  Krakow to Luton. Terrible experience. Boarded and made to wait for at least 20 minuets in the hall before the runway. The deliberate seat allocation away from your travel partners to make you spend more money results in people leaning over shouting, extra moving around to talk to them. The seats are most uncomfortable, with leather protruded seams sticking in to your bottom and are very narrow. Somehow the seats feel far more cramped than the likes of easyjet or Ryanair. Cabin temp was so hot. The whole experience is to be avoided if at all possible.",negative,-0.745178,1,17,6.605298,-6.357842
Not Verified ,,Solo Leisure,Economy Class,Budapest to Gatwick,Jan-20,2,2,2,,,1,1,no,1,"  Budapest to Gatwick. Terrible baggage allowance. Paid for a hold bag and had a small cabin bag approx 40cmx30cmx30cm but  this was too big so was charged €25. They are very strict and very blunt. In fact, they make Ryanair look positively generous!",negative,-0.421498,1,17,6.605298,-6.357842
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Krakow,Jan-20,1,1,1,,,1,1,no,1,"  Luton to Krakow with Wizz Air. Avoid this airline. There are many hidden costs. You are asked to pay for luggage and seats. They purposely split you up from anyone you are travelling with so that you pay to sit with them. You have to pay to take even the smallest bag on board. Even when we measured the dimensions of our bag to make sure it fit requirements, they still charged us extra. Avoid. You end up paying more than the top airlines because of all the hidden charges.",negative,-0.768564,1,17,6.605298,-6.357842
✅ Trip Verified ,,Solo Leisure,Economy Class,Budapest to Hannover,Jan-20,1,1,1,,,1,1,no,1,"  Budapest to Hannover. I bought a cheaper basic economy ticket to entitled for free carry on, but in the departure my bag was not allowed and I had to pay extra for baggage despite being ok with MAX 10 KG and fit under seat in front of me. I paid almost €40,00. ",negative,-0.686,1,17,6.605298,-6.357842
✅ Trip Verified ,,Solo Leisure,Economy Class,Budapest to Brussels Charleroi,Jan-20,3,5,5,,,4,5,yes,9,"  Budapest to Brussels Charleroi. Frequent Wizz customer. If you know your way around the system, the flights are inexpensive, cabin crew professional, and on the last flight the female captain gave very clear summary of our flight path, temperatures. Overall, a great experience.",positive,0.873903,1,17,6.605298,-6.357842
✅ Trip Verified ,,Couple Leisure,Economy Class,Sofia to Luton,Jan-20,3,3,,,,1,1,no,2,"  Sofia to Luton. Booked to fly to Bulgaria with Wizz Air when we came to check in we had to pay for our seats, no option to not pay or to check in when arrive at airport. We flew out no problem with our hand luggage and then in the way back they made us pay 20 euro for our hand luggage which was exactly the same as on the way out. Adding on our sports bag was also a lot more expensive than other airlines. Seems like a cheap flight when you first book before all the added extras. Then ended up waiting 50 minutes for board bag when arriving back to the UK",negative,-0.534035,1,17,6.605298,-6.357842
✅ Trip Verified ,,Family Leisure,Premium Economy,Budapest to Liverpool,Dec-19,2,2,2,,,1,1,no,1,  Budapest to Liverpool. What a joke airline. Deliberately split family up so all 4 of us including children were spaced all over the aeroplane. We had to pay extra to bring us all back together. Pay extra for baggage and then state bags too big despite being ok on the way out. Cheaper to fly with a proper airline. Won’t use again and recommend anyone thinks twice about using unless travelling on their own and with little if any baggage.,negative,-0.575113,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Târgu Mureș,Jan-19,,,,,,,1,no,1,"  Budapest to Târgu Mureș booked for January 2020. They promote themselves as a cheap airline with an initial low fare, which doesn’t include seat or luggage. By the time you purchase the essential services it costs you the same as any other airline. ",negative,-0.277868,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Family Leisure,Economy Class,Luton to Olsztyn Mazury,Oct-19,3,5,,,,3,4,yes,6,"  Luton to Olsztyn Mazury. Overall flight experience was acceptable. However, I did encounter a 3 hour delay. Scheduled departure 16:25 actual departure 19:20. We had to sit at the airport for 5 hours, as we arrived 2 hours early before scheduled departure.",negative,-0.246667,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Bergen to Luton,Nov-19,,,,,,1,1,no,1,"  Bergen to Luton. Useless airline, avoid at all costs. Our flight was cancelled after a 5 hour delay. Due to this, we lost a £800 holiday, with no compensation offered. Doesn’t even deserve one star",negative,-0.907264,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Luton to Moscow-Vnukovo,Dec-19,5,5,3,,,3,5,yes,7,"  Luton to Moscow-Vnukovo The service is superb. The negatives are, that very narrow choice of luggage: either you fly only with a small bag, either you fly with a small bag, cabin suitcase and a checked-in luggage. There is no option between. There is no boarding pass for phone and you need to check-in at the airport only.",positive,0.609873,0,16,7.923457,5.642262
✅ Trip Verified ,A321 NEO,Business,Economy Class,Catania to Budapest,Dec-19,5,5,4,,,4,5,yes,8,"  Catania to Budapest. Some days before the flight I was invited to leave luggage at the desk (if you have chosen not to bring the classic cabin baggage). A321 neo, seat 17c is comfortable with good legspace. The flight attendant invites me to sit in the exit row where there is extra space. I bought an excellent tea, staff appear highly trained and prepared. Landing in Budapest and average baggage claim. ",positive,0.741704,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Warsaw,Dec-19,2,2,,,,1,1,no,1,  Luton to Warsaw. Absolutely shocking check-in experience on 20 December from Luton to Warsaw. Spent well over an hour in a priority queue to drop off my suitcase. They did not have enough staff to process everyone on time. They had to pick up people “at risk of missing flights” into a separate queue- to Warsaw about 50 people needed to be processed immediately. I arrived at the airport nearly 3 hours before departure and nearly missed my flight because of the very poor service at the check in. Never again Wizz Air!,negative,-0.89085,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Sofia to Catania,Jul-19,,,,,,1,1,no,1,"  Sofia to Catania. The cost of the tickets (both outbound and return for two passengers) was 260eur. The flight was cancelled on the night of departure. We were told that wizzair will give us a compensation of total 400eur per passenger. After the cancelation, we booked another flight to our destination that was 180eur in total. We were paid only refund of 25eur per both passengers. The staff was very rude when we contacted them telling us that if we are not satisfied with our 25eur, we can contact a lawyer ironically said. We have lost a bunch of extra money for nothing, lost 2 night in Sofia and our vacation was ruined.",negative,-0.983421,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Oslo to Budapest,Dec-19,1,2,,,,1,1,no,1,"  Oslo to Budapest. They Charge 35 euro for check in at airport. On the top of that if you have a bag bigger than normal, you have to pay extra 16 euro. I bought fly ticket worth 1400 norwegian kroner But had to pay 1400 norwegian kroner extra for check in and cabin bags. The most unfortunate thing is i have four more tickets of Wizz air yet to travel. Hope they will not charge for using toilet in board.",negative,-0.622935,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Lisbon,Dec-19,,,,,,1,1,no,1,"  Luton to Lisbon. The worst airline I ever purchased a flight from. They made all the buying process as confusing as it could be .. while I thought i was paying 2 tickets for 480£ i realised by the end that this price was for 1 person with no bag and I had to purchase a bag.  My husband had to buy another ticket, and just 10 min after the flight was 300£, no bag again! It is unbelievable to pay this amount for such short journey and the way the website is designed is for you to fall for a mistake and pay some more. Like when they ask you to do the check in online for not paying extra fee. I paid extra 50£ both ways to have 10kg bag. I am here in a endless queue, late for my flight and they say there is no enough staff to make the flight.",negative,-0.883505,0,16,7.923457,5.642262
Not Verified ,,Couple Leisure,Economy Class,Luton to Cluj-Napoca,Dec-19,,,,,,1,1,no,1,  Luton to Cluj-Napoca.  After seven hours to wait at the airport the flight was cancelled. The reason? After this we should to wait 3 days more to go at the destination. No way.,positive,0.454717,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Copenhagen to Kutaisi,Dec-19,5,4,3,,,1,4,yes,6," Copenhagen to Kutaisi with Wizz Air. Once on the plane, the flight was smooth. The cabin staff was friendly. On an aisle seat, there was enough legroom and space to sleep comfortably with a decent pillow. The flight was pretty quiet as well and the landing was extremely smooth. Now before boarding is another matter. It started a bit late, however, the issue was that after passing the gate the exit was blocked - plane hadn't arrived yet. Which resulted in almost all passengers being lumped together in a few square meters of space. It got extremely hot, and a few people weren't feeling well. This was also somewhat bad because it is the flu season. This lasted for around 15 minutes. After that, the plane came and the boarding proceeded normally. No issues during the flight as mentioned. I didn't have any checked luggage so I didn't have to interact with other services.",positive,0.272354,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Luton to Tel Aviv,Oct-19,3,1,,,,1,1,no,1,"  Luton to Tel Aviv. Unfortunately due to passenger illness on the inbound flight our flight was delayed 12 hours and having been promised the cost of a taxi to return to our apartment and returning to the airport, Wizz Air refused to pay the amount - dreadful service",negative,-0.999634,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Vienna to Tel Aviv,Dec-19,,,,,,1,1,no,1,  Vienna to Tel Aviv. This morning we got to the airport 2.5 hours before our flight. The check in took almost an hour and we got to the gate at the last minute. My daughter walked in front of us and got to the gate around 1.5 minutes before us and when we arrived the attendant close the gate and didn't give us to get on flight. We saw our daughter on the bus and explained the situation but she just told us that the gate is closed and we missed the flight. After few minutes we found out that there are more passengers that didn't make it. The flight was delayed because they took off the suitcases. We tried to talk to the supervisor but he didn't care and told us that they already gave our seats. I begged him to help us but they just said we were late. There is no representative of wizz air in the airport to help the customer! They don't care of their customers.,negative,-0.7581,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Luton,Dec-19,1,4,,,,2,1,no,2,  Had a very poor experience travelling with Wizz air. When travelling back from Budapest to Luton I was unable to check in via the app. It would only allow me to check in after paying for seats. I tried to ring Wizz air to which I had no answer. So decided to check in when I arrived at the airport. When doing so I was to that I would have to pay £35 a person to check in. I tried to explain my situation but was told I had no choice or I wouldn’t fly. One representative said they make the button so small On there website that it falls a lot of people When trying to check in online without paying for seats. I emailed the complaint line to explain and try and get my money back also mentioning that I have dyslexia so struggle at the best of times. I was only then sent back a reply which read completely automated. Will now do my best to not travel with Wizz air and can only stress to others flying to try using someone else also if possible.,negative,-0.804606,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Kraków to Luton,Dec-19,1,3,1,,,1,1,no,2,"  Kraków to Luton. Booked a holiday via last minute. Flew in on Easyjet, no problems, no proper check in, no ridiculous bag weigh restrictions. Arrived at airport to depart, as we hadn’t don’t an electronic check in 3 hours prior to arrival ..... even though we have a bagged to check in, we get charged. We flew in with 15kg allowance and they only fly a 10kg allowance. We get charged. Seats were dirty. Customer service were sarcastic. Food was way over priced. I have only ever flown with them once and that is the last and final time. Considering their prices there are far more superior airlines for cheaper prices.",negative,-0.711758,0,16,7.923457,5.642262
✅ Trip Verified ,,Business,Economy Class,Stavanger to Luton,Dec-19,,,,,,2,1,no,1," Stavanger to Luton. Just boarded a Wizz Air plane only to be immediately off boarded. The ground crew have said there is a technical issue while someone onboard said that smoke had been seen coming from the rear of the aircraft. Update to follow. At 35 minutes past takeoff time, I have been told that Wizz Air does not have its own technicians at this airport, so and we are waiting for a technician from another airline to become free to investigate the problem.",negative,-0.783131,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Athens to Budapest,Dec-19,1,1,1,1,1,1,1,no,1,  Worst airline ever. They overcharge everything. The ticket was about 90 euros (with return) but with their schemes and plots it costed me 165. I paid for my luggage online and minutes before the flight an extremely rude employee said that I had to pay an extra 25 euros for an already checked in luggage. Will never fly again.,negative,-0.886878,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Luton,Dec-19,3,1,3,,,5,4,no,2,"  Budapest to Luton on 4th December and although the flight was delayed by over an hour late into the evening (10.15pm), when we boarded the cabin crew were really helpful and friendly. Myself and my partner had not paid extra to reserve a seat but there were many seats left empty and unbooked. I asked if it would be ok to swap seats and sit next to my partner in a couple of the empty seats. These seats had extra leg space by the emergency exit but we were just happy to sit together, using the empty seats. The stewardess was really helpful when asked if it was ok to sit together in the empty seats. Then we travelled back 3 days later and found that the flight was on time and it was almost as though we were flying with a different Airline. Exactly the same situation occurred, many empty seats. We asked the same question to the Stewardess ""Flora"". She was so rude that I was shocked at how someone could be so rude in public whilst working for a company that prides itself on having repeat customers and giving good service. She offered the wide leg space seats for 15 Euros per seat. She said she just follows Wizz Air policy. We asked ""How can Wizz Air policy be valid in one direction but not the other?. She didnt answer our question. She then said we can sit next to each other but not with the extra leg room. Then we started searching for other seats and she made no attempt to offer us any help at all. Others customers who were embarrassed by her behaviour offered us their help. Has this woman never heard of Customer Service. I had thought this was a service business. The seats could not have been sold as we were already in the air. This Stewardess was an embarrassment to Wizz Air. She attempted to publicly embarrass us both for asking the question and so many other customers could see this and offered us help themselves. The way that she spoke to us was Wrong. We had 3 separate sets of customers who stated that this was completely unreasonable and a very bad way for Wizz Air to behave.  I have a Wizz Air discount and wonder if I should ever bother to come back again.",negative,-0.627076,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Luton to Poprad,Dec-19,2,2,2,,,1,1,no,1,"  Luton to Poprad. I do not recommend to use this company. Yes, their tickets are cheap, however they create complexity of rules and non-standard procedures to pull out more money from you. In addition to that, the service level we received at the Luton airport at the customer service desk was rude.",negative,-0.571217,0,16,7.923457,5.642262
✅ Trip Verified ,A321Neo,Solo Leisure,Economy Class,Budapest to Doncaster,Dec-19,5,5,5,,,5,5,yes,10,"  Budapest to Doncaster. Checkin was quite easy, Priority wAS quick. Boarding started on time and flight took off only 5 min after scheduled, landed 20 min early in Doncaster. Staff was nice, I had extra legroom seat, which is big for legs, but not wider than other seats. Plane was almost fully booked. Food and beverage range is new, and duty free products are worth to buy. No hot meal available unfortunately.",positive,0.435433,0,16,7.923457,5.642262
✅ Trip Verified ,A321Neo,Solo Leisure,Economy Class,Doncaster to Budapest,Dec-19,5,5,4,,,5,5,yes,10," Doncaster to Budapest. Check-in opened 2.5 hours before departure, so I could early drop off my bag, and spend more time in duty-free shopping. Boarding started a bit late but the staff was friendly and smiley. I am tall but I find this seat comfortable. Onboard prices could be cheaper, no hot meal, unfortunately. If you book early you can get really cheap tickets.",negative,-0.337858,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Frankfurt Hahn to Lviv,Nov-19,1,1,1,,,1,1,no,1,  Frankfurt Hahn to Lviv. When I bought my tickets online a Wizz Club was offered for a fee. I did not check the box that I wanted that club and it didn't show up on my bill before I hit purchase. Then I was charged for it. Tried to contact Wizz to get my money back. No one would help me. I never intend on flying Wizz again. Was treated horribly by Wizz staff in Lviv. I was charged excess baggage in Lviv for a bag that was fine to fly from Frankfurt with at no extra charge. It's theft and extortion. Flights attendants from Lviv were rude. Ground crew spotted throwing bags around. The food on board is expensive and tastes horrible.,negative,-0.827415,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Gatwick to Budapest,Dec-19,2,4,,,,4,5,yes,8,"  Gatwick to Budapest. Genuinely had a pleasant experience with this airline - flight out was 30 minutes late but was given plenty of warning (5 hours before departure) so just left home a little later. No issues about carry on luggage (my bag was within the accepted allowance 40x30x20 but many others had larger bags than mine and there was no complaints from staff that I noticed) and after the delay we were boarded and took off with no further issues. The cabin crew were very pleasant and attentive. Admittedly the seats were not the most comfortable I have experienced but they certainly were not awful and I was able to comfortably enjoy my flight. Leg room is limited however, if you have larger legs it would be advisable to pick a seat with more leg room. I made sure I checked in online and printed off my boarding pass after reading other reviews and therefore there was no problems with this. It is not a luxury airline but you get what you pay for. Just ensure you check in online and print off your boarding pass. I would fly with them again.",negative,-0.330369,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Gatwick to Bucharest,Nov-19,1,3,1,,,1,1,no,1,"  Gatwick to Bucharest. Be careful, they charge baggage fees at the airport. Although I had a boarding pass and had checked in online, I was still charged $50 USD by the staff for oversize baggage fee . When I asked why I was told to call customer service. Wizz Air customer service charges to call their call center! Worst flight I have ever had.",negative,-0.739265,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Iasi to Tel Aviv,Dec-19,4,2,,,,1,1,no,1,"  Iasi to Tel Aviv. This is not a low cost when company looking for excuses to take more money and when the “fines for small stuff like not booking online is higher then the flight ticket. I used Wizz Air as a connection flight from Munich because it was the cheapest. I am very sorry for that and i regret, i paid much more then i was paying for the direct flight. they leave you with no other option then to pay 50 euros more. I fly a lot with low costs, but Wizz Aair demands are sound more like a game of “lets wait until you do a mistake and charge you for unproportional amount” I will never fly with Wizz Air again.",negative,-0.907769,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Budapest to Doncaster Sheffield,Nov-19,2,2,,1,1,1,2,no,3,"  Budapest to Doncaster Sheffield with Wizz Air. I was unable to check in online 3 hours before departure so I had to pay a 35€ fee at the airport. It's crazy expensive and stupid, because I had no baggage to check in, only a small bag. Ridiculous, they make you pay for every little mistake you make. With other airlines I was able to check in online 1.5 hours before departure.",negative,-0.932113,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Kyiv to Luton,Sep-19,1,1,1,,,1,1,no,1,"  Kiev to Luton. Wizz Air changed the airport of my flight back from Kyiv, from Julyany to Boryspil, since then I was not able to register online, because site was not accepting my registration, I also was trying to register in app and the same result. When I booked the tickets (before flight to Ukraine) I've booked the seats for myself and all my family (wife and three children), and they've been lost when the flight was changed to Kiev. Apart of that, I've been charged by airport for registration fee, in total 157.79 GBP. I claimed that to Wizz Air but they've rejected my claim. Never use this company, poor service, no response for month, no resolving any issues, no refunds, no compensation at all for any fault from their end, and to be honest the price is not for low cost.",negative,-0.882071,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Barcelona to Thessaloniki via Budapest,Nov-19,2,2,,,,1,1,no,1,"  Definitely the worst experience I ever had. I was traveling from Barcelona to Thessaloniki via Budapest. In Barcelona they informed me that I had to pay 25€ extra for my hand-luggage ( despite the fact that a 10kg luggage was included in the original price). As they told me, I was carrying a ""trolley-luggage"" and I should pay more money for that, because that company doesn't consider all hand-luggage as carry-on bags. Since I booked the tickets through another site this detail wasn't clear enough. I was looking for someone to talk to, in order to find a solution and there was no person or office in the airport to whom I could to talk with. The site which booked my ticket told me to get out of the airport and get back again passing the check, in order to find an office. Unfortunately, that was not possible since I had not enough time. Not only, I paid once in Barcelona, but they also asked me to pay second time to Budapest. As a result I ran out of money and I left my luggage back at the airport.  Both, the lack of staff and the policy of this airline made me feel really uncomfortable and upset. So after all I don't recommend this company.",negative,-0.801968,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Budapest,Nov-19,1,1,,,,1,1,no,1,  The worst experience I have had on a budget airline. The seats seam to have amazingly even less legroom than what you would find on the likes of EasyJet. What is worst however is that you have to pay for priority boarding to even get a carry on suitcase (for free apparently). Without priority you are only allowed a tiny rucksack. They failed to tell me this heading out and then made me pay €25 pp coming back home just to get the carry on luggage on board!,negative,-0.784149,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Gatwick to Budapest,Nov-19,2,2,,1,,1,3,yes,3,"  Gatwick to Budapest. Very poor ground service; flight delayed by 1h due to “unaware of special assistance passenger requirements”. Further, ground service personnel did not know how to properly use the tannoy system. The boarding process was very disorganised - the announcement was unclear about who was to board first. My wife and I were split up by many rows despite there being ample room for us to sit together on the flight and checking in at the same time on the same booking - unsavoury business practice offering inconvenience as a default for no good reason other than trying to get passengers to pay extra to select seats. Overall cheap flight - we got what we paid for - basic improvements would go a long way.",negative,-0.80192,0,16,7.923457,5.642262
Not Verified ,,Couple Leisure,Economy Class,Palanga to Luton,Nov-19,3,4,,,,1,1,yes,1,"  Our flight was from Palanga to Luton. We have got message that our flight delayed. So we came with our 20kg suitcase, like normally before our flight (by the time what they changed). Check in was closed, we asked to check in our suitcase and they said, that they done that by previous flight time. We asked what we can do, they said 'your suitcase is to big to go to the plane, like cabin bag. Check in is closed, you needed to bring it by old flight time. Now it's imposible to check in, cause then flight will be delayed 20min more, just because of you.'. We tried to sort it out and the staff from few metres been shouting 'so what are you doing? Flying or not?'. The staff was very rude and unprofessional! So we must call for brother and leave our 20kg suitcase for him.  And even after we went by the gates, we been still been waiting 30min, they just been putting all suitcases to the plane. And we been really disappointed about staff. They're so rude!",negative,-0.685191,0,16,7.923457,5.642262
