status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
? Trip Verified ,A320,Solo Leisure,Business Class,London Heathrow to Malaga,19-Jul,2,1,1,,,3,1,no,2,"  London Heathrow to Malaga in business class. Full and very large Club Europe cabin on this morning flight. Held in the airbridge for 15 mins while boarding and not a word or reason as to why. On boarding, 2 cabin staff by entrance stood chatting amongst themselves and totally ignored customers - not a great start. Usual cabin service except the staff were not the slightest bit interested in customer service and having paid a premium for business class realised it was such a waste of money. The breakfast standards (full English) are about the same as a charter flight standard, and despite what BA shout about, this has gone through some considerable cost cutting. BA can perform well on a good day, but it seems that cabin service is getting less consistent by the day - are staff preparing to go on strike as well since that is the attitude they displayed. Male cabin staff was quite offensive to some Arabic customers in front, which was a shocker.",negative,-0.611637,0,45,9.494767,7.561122
? Trip Verified ,B777-200,Business,Economy Class,London to Delhi,19-Jun,1,1,3,2,,3,2,no,5,"  I was flying BA to Delhi in economy because my original flight with Swissair was cancelled. The 777 aircraft is looking old, the economy class seat is small and fairly cramped, the inflight entertainment is shown on small screens (films are OK, the music selection is dire and make sure you bring your own noise cancelling headphone) and the food is just OK. The flight did pretty much leave and arrive on time (allowing for the rerouting around Pakistani airspace). ",negative,-0.682374,0,45,9.494767,7.561122
? Trip Verified ,,Solo Leisure,Economy Class,Seattle to Durban via London,19-Jul,4,5,3,4,,5,5,yes,6,"  Seattle to Durban via London. On 24th of July i arrived late just before departure time 1330hrs, the shuttle bus picked me late from my hotel. The British airways ladies who checked me advised me to rush because the plane was about to depart. I rushed through the security thereby leaving my back pack which had all my documents. When i was rushing back to the security i met the 2 lovely ladies who had checked me in and they asked me to go up with them to the plane because it was about to leave, i panicked and they assured me that i will get my back pack in Durban. As i sat down in the plane another British airways hostess came and reassured me that i will get all my bags in Durban. On my arrival in Durban i got all my bags including my back pack! I would like to say thank you to the British Airways staff especially the 2 lovely ladies who checked me in. Its a pity i didn't get their names i was panicky. Thank you so much!",positive,0.322751,0,45,9.494767,7.561122
? Trip Verified ,Boeing 747-400,Family Leisure,Economy Class,London Heathrow to Austin,19-Jul,1,3,1,1,1,3,2,no,2,"  London Heathrow to Austin. 10 hour flight in a Boeing 747-400. Noisy cabin, tiny screens, collapsing headrest, chocolate on my seat. Selection of just a half dozen films and no wifi. Poor food with choices running out.",negative,-0.789184,0,45,9.494767,7.561122
? Trip Verified ,A320,Business,Business Class,Mykonos to London,19-Jul,2,1,,,,1,1,no,1,"  Mykonos to London flight delayed and waiting to depart. They are not on time, be prepared to miss your connections, take off 2 hours late,. The staff is some of the worst I have had on airlines. You may be stuck on the runway and they won¡¯t offer you any water.  The worst business class experience I have had. ",negative,-0.901798,0,45,9.494767,7.561122
? Trip Verified ,Boeing 737-800,Family Leisure,Economy Class,Johannesburg OR Tambo to Cape Town,19-Jul,4,5,5,5,,5,5,yes,8," Johannesburg to Cape Town return. This flight was operated by Comair, and thus it was quite different from a normal British Airways flight in Europe. Check in at the priority line was uneventful, however on the return the guy at the counter did not know that Oneworld Sapphire could check in at the business class counter and kept on asking if I was flying business. Johannesburg airport and Cape Town's domestic terminal is laid out very similarly. Their lounge, called SLOW is actually impressive. Although there was no full english on offer unlike the British Airways Galleries lounges in other places, there was a substantial amount of savoury snacks, pastries and small bites. They even had a coffee counter with made-to-order drinks. I assume later in the day this also becomes a bar serving alcohol. Very impressive for a domestic business class lounge. Priority boarding was honoured, and boarding was an orderly process. I would recommend anybody wanting to get an extra legroom seat to reserve row 6, as there is actually tons of legroom in front. I reserved an exit row and paid an extra ?7 per exit row during the booking. These seats were old and plush, however I do prefer the newer leather seat used on their European aircraft as those offer better support. I had also noticed during boarding that their business class had slightly larger seats, in a 2x3 configuration. I did not expect this as business class in Europe is normally just a blocked middle seat. There were several drink services on this two hour flight, and a hot breakfast with either a bacon, sausage and scrambled egg option or cheese omelette with vegetables option. Needless to say, a hot meal on a two hour flight is very appreciated. It was also rather tasty and tasted quite fresh. The crew were very friendly, making casual jokes and giving a down-to-earth friendliness you rarely get on airlines these days. They were quite rushed, but understandable due to the short flight time. In Cape Town airport, it was actually quite weird to see them use both an airbridge and stairs for passengers to deplane/board. But since it took only 15 minutes to board a rather full 737, it works and makes sense. I think that this flight has improved my opinion on British Airways, and they were the same price as the competition, South African Airways. I would be very curious on my next visit to see how the two of them compare, given the fact that both are giving a near homologous product on Africa's busiest air route. For the price paid, I'd be happy to fly them again.",positive,0.564457,0,45,9.494767,7.561122
? Trip Verified ,Boeing 777-200,Family Leisure,Economy Class,Grenada to Gatwick,19-Jul,1,4,3,5,,4,3,yes,5,"  Grenada to Gatwick. Having flown with BA on this aircraft type prior to refurbishment, I was intrigued to experience the changes to the cabin. The cabin was much smarter - previous aircraft have looked very tired and the lighting was pleasant. The entertainment system was hugely improved, with a good selection of media on larger touch screen devices. I suppose the reason I appreciated this was because the old systems were so hopelessly outdated! But the family really found them entertaining. For me the real issue was the tight leg room - I am a slim 6ft 2'' and now the lack of seat width made it almost impossible to eat a meal! It was for me very tight. Previously the seat format was 3-3-3. It is now 3-4-3. We were sat in the 4 outbound although on return, we sat near the back of economy where the aircraft narrows and seats become 2-4-2. We sat in a 2, which was more bearable. I also found the seat really hard after a couple of hours although sitting on the supplied back rest cushion helped a bit! Despite best efforts to sleep, I failed..... I remember the old seats being more comfortable, especially for long haul. Service was professional and timely and food was similar to previous flights - edible. In summary, it seems a shame that BA have improved some aspects of the experience, but seat comfort has been sacrificed, which is a great pity.",positive,0.358109,0,45,9.494767,7.561122
? Trip Verified ,,Family Leisure,Economy Class,Prague to London,19-Jul,1,1,,,,1,1,no,1,"  Prague to London. A two hour flight on 27th July was delayed by 3 hours with no heads up given by BA. There was no sympathy or compensation , especially as our original flight was early morning, and with an email informing us of the delay, we could have stayed longer in the hotel. ",negative,-0.907349,0,45,9.494767,7.561122
? Trip Verified ,Boeing 777,Solo Leisure,Premium Economy,London to Dubai,19-Jul,5,5,3,5,5,5,5,yes,10,"  London to Dubai. Lately I am frequently flying Premium Economy with British Airways. The extra comfort compared to Economy Class is unparalleled. The seat is way more comfortable, attendants are really professional and very friendly. If just could add the leg rest into all the other seats, and not just the first row (as it used to be in the old BA Premium Economy seats), then it would be perfect. That's my only note.",positive,0.591189,0,45,9.494767,7.561122
? Trip Verified ,,Family Leisure,Economy Class,Tel Aviv to Toronto via London,19-Jul,4,5,4,4,,4,5,yes,9,  Tel Aviv to Toronto via London. The plane from London to Toronto was run by Air Belgium The service from checkin until we received our cases here in Israel was excellent. The cabin staff on each airline were helpful and friendly. The food was all acceptable for economy airline food and we had snacks and on 1 flight icecream was served. Soft drinks as well as wine and alcohol was plentiful for the people that asked and water was served all during each flight. The planes had ample leg room and the seats were comfortable for economy class. Inflight entertainment was good enough there was something to watch on 4 flights. I haven't travelled British Airways for years but I will do again if the price is competitive as were these flights,positive,0.678073,0,45,9.494767,7.561122
? Trip Verified ,A321,Solo Leisure,Business Class,Heathrow to Manchester,19-Jul,2,3,,,,1,1,no,3,"  I flew yesterday from Heathrow to Manchester in business class, from start to finish it was a shambles.  I was sent to the wrong baggage drop, then to the wrong lounge, I showed my boarding card and sent to the north lounge the furthest from the gate. The boarding process was more like a rugby scrum, no notice was taken of class of service and then my boarding card said assistance required so another queue was needed no explanation was given for this.",negative,-0.935268,0,45,9.494767,7.561122
? Trip Verified ,A320,Solo Leisure,Business Class,Brussels to Larnaca via London,19-Jun,3,4,4,,,4,4,yes,8,"  The first part from Brussels to London Heathrow was a fast flight, however on the ground in London the problems started. The gate where the arriving plane was planned to stop was not free what occurred in a waiting time on the ground for 40 minutes. The captain constantly gave information and the entire team was friendly and courteous. Continental breakfast in business was OK for this short flight. Flight to Larnaca was full, embarkation was prompt for business pax. The team was very friendly. The service started with a drink and some cookies , the meal was good despite a more substantial appetiser could be expected - a few slices of green salad and one cherry tomato is a side dish not an appetiser. It must be said the meal was an improvement since last year. Decent drinks and a good Champagne were available, followed by coffee or tea. It is a longer flight - a second round of drinks an hour before landing was maybe appropriated however it was not a problem to receive additional drinks.",positive,0.705605,0,45,9.494767,7.561122
? Trip Verified ,A320,Couple Leisure,Business Class,Stockholm to London,19-Jul,2,1,1,,,3,1,no,2,"  Stockholm to London. Worst business class flight I have flown. Split seating for myself and my wife because apparently they were overbooked. The meal was inedible for me, and was the worst airline meal I have been served. ",negative,-0.92237,0,45,9.494767,7.561122
? Trip Verified ,,Business,Business Class,Toronto to London,19-Jul,2,1,3,,,1,1,no,2," Seems like no one was aware of my existence on the flight. No drink, no snack, no bottle of water was offered. No amenity kits. When I asked, they said none were left in stock. They gave me toothpaste and a toothbrush, which was ok, and fast track invitation, which was useless, since no fast track is offered to British passports. I was not given a menu, I even had to ask for it. I was not served the meal and they said it was because I was sleeping. Ok fine but even when I was awake, no one bothered to ask me about the meal. I had to ask for the menu, a bottle of water, and the meal. And after all, no apologies from the staff. Too many people are squeezed into business class. Even though I could lie down 180 degrees, I had very little space at my seat. Given the very expensive fare, I expected a much better service for business class passengers. I'm very disappointed and will never use it again. I won't recommend British Airways business class to anyone!",negative,-0.813419,0,45,9.494767,7.561122
? Trip Verified ,Boeing 737,Family Leisure,Premium Economy,Orlando to London,19-Jul,3,4,1,3,1,3,3,yes,7," Premium economy don¡¯t waste your money on an overnight flight! Going out is acceptable but the night flight we had was a disgrace! The food (I use this term lightly) wasn¡¯t fit for dogs on our flight, it was salmon we think as it didn¡¯t taste of anything, a meat of some kind but was too tough to stick a fork into let alone eat it. The veg tasted burnt, bread roll was ok. (Not really a saving grace). One cup of tea or coffee at breakfast and don¡¯t bother asking what was in the box left on our table! I didn¡¯t bother trying it. The look on other people¡¯s faces was good enough for me to know don¡¯t bother! Which in comparison to the outbound flight (London to Orlando) was worlds apart, greeted with a drink which was the first of many, dinner was nice, the steak edible, veg cooked just right and dessert was nice with plenty of drinks! Inflight entertainment was good even though there was supposed to be WiFi but couldn¡¯t log on so saved some money there. I really thought this was going to be the best way to travel. Oh a broken seat for one of our party was a bit disappointing, homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane. But that really shouldn¡¯t happen. What is not told when booking, homeward flight on the top of your ticket if you have TSA PRE you don¡¯t have to join the massive queue, look for pre entered TSA line that¡¯s the one that¡¯s empty cause they tell no one about it.",negative,-0.598553,0,45,9.494767,7.561122
? Trip Verified ,A320,Couple Leisure,Business Class,Lisbon to London,19-Jul,1,1,1,,,2,1,no,1,"  Lisbon to London. Business class is just economy class with an empty middle seat. No leg room for me. Meal service had no choice by the time they got halfway through business class. All that was left was cod. Freezing cold, but no blankets. Poor staff spent most of the flight apologising. Never fly British Airways. ",negative,-0.834918,0,45,9.494767,7.561122
? Trip Verified ,A320,Business,Business Class,Madrid to London,19-Jul,3,1,,,,1,1,no,3," Madrid to London with British Airways. There is nothing left of business class on these flights. When they bring the hot towel it feels like a bad joke. Seats are the same as coach, they took forever to hang my jacket after I asked in three occasions, they gave me a sit that is considered a bad coach seat without window! (See picture) and on top of everything I find myself having to put my luggage (just a backpack) far behind my seat because they are choosing to bring the extra hand luggage that doesn¡¯t fit anymore in coach to business class. Ridiculous service so not worth the x2.5 cost that a business class ticket goes for. Feel totally ripped off.",negative,-0.927512,0,45,9.494767,7.561122
? Trip Verified ,,Family Leisure,Economy Class,Gatwick to Glasgow,19-Jul,1,1,,,,1,1,no,1,"  Gatwick to Glasgow. Awful experience. Our flight arrived over 2 hours late at 8.50pm, so late our car rental company was closed and we were stuck at the airport without our car. We had to pay for a taxi to our hotel and back to the airport the next day which was really expensive. Our new car hire was three times the price since it was last minute. British Airways would not help compensate because they said it wasn¡¯t their fault.",negative,-0.918095,0,45,9.494767,7.561122
? Trip Verified ,,Couple Leisure,Economy Class,Frankfurt to London,19-Jul,3,1,,,,1,1,no,1,  Frankfurt to London. BA staff watched while security went through partner's bag for around 30 mins. It required a call to police who sauntered up and stared at the bag for a while - actually just clothes. When they were finishing the flight dispatcher closed the flight. Only 1-2 minutes required. Much longer spent unloading my luggage. We had checked this bag in almost 2 hours previously and arrived at security in plenty of time.,negative,-0.419266,0,45,9.494767,7.561122
? Not Verified ,,Couple Leisure,Economy Class,London to Olbia,19-Jul,2,1,1,,1,2,1,no,1," London to Olbia. Complete confusion. The plane was delayed getting to Sardinia, and so we waited: but following check-in at Sardinia we were penned into long lines, no seats, extreme heat and no water in the queues. The airport staff in Sardinia appeared to be overwhelmed. Finally got onto the plane and we¡¯re now delayed on the tarmac. We are due to depart more than 3 hours after our scheduled departure time, but so far still stuck on the tarmac with few updates. No water provided. I felt unwell but was told they had no glasses, so nothing to drink. Numerous small children with no hydration and high temperatures. After a second time of asking, I was told I could buy a drink once we took off, but they have no idea when that would be. They need to abandon the flight at this stage before more people become unwell. Cabin crew just standing there, doing nothing but looking perplexed",negative,-0.820268,0,45,9.494767,7.561122
? Trip Verified ,,Solo Leisure,Economy Class,Rotterdam to London City,19-Jul,3,4,3,,,1,2,no,3,"  Rotterdam to London City. After waiting for 6 hours at Rotterdam airport (delays) I was told they re-routed my flight to Amsterdam and that I needed to quickly catch a taxi (that I have to pay for) from Rotterdam to Amsterdam airport in the hope of catching the flight from there. As I worried I wouldn¡¯t make it, I asked to be put in a hotel & fly the following morning but they said that was not an option as all fights are booked. There was no apology, no offer of a bus or taxis to those re-routed to Amsterdam. And throughout the process & long queue no one bothered to explain to us what was happening. Had I known we¡¯d be re-routed to Amsterdam I would¡¯ve left Rotterdam earlier, rather than wait in a long queue just to he told that info at the end. What a waste of time, energy & money. And no apology to make up for the hours or delay. It¡¯s quite unbelievable. ",negative,-0.743682,0,45,9.494767,7.561122
? Trip Verified ,A320 neo,Business,Economy Class,Dublin to London,19-Jul,4,4,,,,4,4,yes,9,  Return flight to Dublin. Outbound Galleries North fine and good breakfast. Flight was fine. Return flight was delayed by 40 mins gate staff kept us informed. Lounge at Dublin was generic lounge but was ok. Staff on both flights fine. Return aircraft quite new and well presented.,positive,0.497886,0,45,9.494767,7.561122
? Trip Verified ,B777-200,Couple Leisure,Economy Class,Barbados to Gatwick,19-Jul,3,1,1,4,,3,3,no,2,"  Barbados to Gatwick. We boarded a half full flight and whilst preparing for take off the video was shown as normal, the crew participation side of it seemed like trouble to the crew. Once inflight the drinks service got under way and service was very quick I had a beer and my partner a soft drink, I was given a room temperature can and no drinking vessel and my partner her soft drink and the standard plastic cup no mention of ice. Within 20 minutes the meal service commenced they got to our seats which were 3 from the back of the aircraft and when we were served two trays appeared and passed to us, I enquired what the meal was and we were both told Pasta it¡¯s all we have left, everyone else had a choice of chicken or pasta, my partner refused her pasta and I proceeded to challenge why on a half filled flight they had run out, no tangible answer came back but was very rudely told she would get chicken from premium economy, I said only one was required as I would eat the pasta, glad I did I think, chicken was placed on my partners tray it was burnt. During this service no further drinks were offered except for water, trays were gathered and that was the last we saw of the crew for 4 hours. They reappeared about 70 minutes before landing served a box containing stale bread with processed cheese and a stale cake, I politely refused the offering and my partner ate the bread, tea and coffee was served.  Our flight out 7 days previously was the exact opposite, pleasant staff, food standard but acceptable. The only other negative was the musical chairs played by fellow passengers, the crew turned a blind eye. The positives the IFE has a wide choice and we got home safely and getting off the aircraft was a pleasure as it was also the coldest flights I have ever been on.",negative,-0.467624,0,45,9.494767,7.561122
? Trip Verified ,A380,Solo Leisure,Economy Class,London Heathrow to Singapore,19-Jun,5,5,5,5,,5,5,yes,10,"  I would like to praise the outstanding courtesy and service I received from the BA cabin crew members during my flight BA0011 from London Heathrow to Singapore on 25 June. The cabin crew were both friendly and attentive to their passengers needs, enabling them to relax & enjoy their flight. I feel very proud that British Airways continue to train their staff to such a very high standard, it really is a privilege to fly British Airways.",positive,0.95717,0,45,9.494767,7.561122
? Trip Verified ,A321,Business,Economy Class,Madrid to London Heathrow,19-Jun,1,1,1,,,1,1,no,1," Madrid to London Heathrow. This was my second trip Madrid to London on British Airways since May. On this trip like the previous the plane broke down, and we waited 2.5 hours on the plane for it to be repaired whilst the temperature outside was 42 degrees. The cabin crew director offered passengers the opportunity to purchase water and other cold drinks from the bar. Only BA could try to make money out of one of its technical failures. I then waited another hour to pick up my suitcase. As I'm a silver card holder, I could access their business lounge in Madrid. I regret using it. Fortunately, this was my last ever trip on BA.",negative,-0.753835,0,45,9.494767,7.561122
? Trip Verified ,,Solo Leisure,Economy Class,London Heathrow to Oslo,19-Jun,4,5,5,,,4,4,yes,10," BA762 Heathrow to Oslo I have flown with BA a few times in the last few months, I have came off medication which makes me more nervous flying on planes, I had notified the cabin crew and they were honestly so amazing and went above and beyond for me. They had gave me a free bottle of water, kept asking if I was okay, put their arm around me, made me feel so much better. The flight was super smooth and overall an amazing service. Thanks again BA and I will be flying again with you soon!",positive,0.865904,0,45,9.494767,7.561122
? Trip Verified ,A319 / Boeing 789,Business,Economy Class,Hamburg to Abu Dhabi via London Heathrow,19-Jun,1,2,2,2,1,1,3,no,1," Hamburg to Abu Dhabi via London Heathrow. Initial flight from Heathrow to Abu Dhabi was cancelled, had to fly a day earlier as flights on following days were cancelled as well. Service with not a free glass of water on the first leg. Abu Dhabi to London delayed by over 3hrs. A generous Dirham 20 voucher (?3,8) received from BA, which was enough for a bottle of water, or a coffee. ",negative,-0.483969,0,45,9.494767,7.561122
? Trip Verified ,Boeing 777-200 and A319,Solo Leisure,Economy Class,New York to Glasgow via London,19-Jun,3,3,3,4,,3,4,yes,7," New York to Glasgow via London. A routine and smooth overnight flight that departed the gate about 45 minutes late because of a security issue at the terminal (#7). I had an electronic boarding pass on the BA app but an announcement was made that we needed to get paper versions. There was a separate desk where a couple of agents performed this task. The pilot introduced the flight attendants as ¡°gorgeous¡± - which came across to me as inappropriate. I would have preferred efficient or even helpful to describe them. I had an aisle seat in a 3-3-3 seat layout. The middle seat was unoccupied. Enough leg space and storage space overhead. A good collection of all sorts of movies with free headphones provided. The IFE system was easy to use. A drink service preceded the meal service. I asked for a beer and was cheerfully offered their centenary year specially brewed IPA Brewdog Speedbird 100. Sensing that I might not enjoy it, the attendant also gave me a Heineken and a bottle of wine to accompany the dinner that followed soon thereafter. The entree choices were chicken and pasta. I chose the later. Very basic food. Tea and coffee followed. Before landing a sandwich and a drink was served. I could not figure out what was in the sandwich! The bathroom was clean. Blankets and pillows were on every seat. Alighting was quick. Landing cards have been done away with. For the fare, I paid I was satisfied - no complaints. I connected to a domestic flight to Glasgow. The announcement of the gate was made quite late. Newspapers were available at the gate - a worthy amenity. It was a smooth flight in a 3-3 seating. I was in an aisle seat, the next to me was empty. No complimentary food or drink on this segment. The two flight attendants, once the plane reached cruising altitude, put on aprons and pushed a cart down the aisle hawking edibles and elixirs. The pilot introduced them as gorgeous. Both on this and the earlier flight, a video presentation showed off the safety instructions. It was supposed to be funny and engaging. I felt it was neither - the accents of the actors were hard to understand. The flight landed on time. Overall, a positive experience but next time I will look into a non-stop flight to Glasgow from New York. The transfer at Heathrow is anxiety-inducing.",negative,-0.284035,0,45,9.494767,7.561122
? Trip Verified ,,Family Leisure,Economy Class,London Heathrow to New York ,19-Jun,5,5,5,1,5,5,5,yes,10," London Heathrow to New York. The staff went above and beyond to make sure we had a wonderful experience, refreshing to see these days. The quality of food and drinks was wonderful. There was plenty of leg room as well. We would definitely fly again with BA, and are planning on making this our only airline if it flies to all of my destinations. On departure my TV did not work they tried twice to reset it for me, however this did not work. That was fine I resolved to reading my book. Just before landing our flight attendant who had be looking after us, asked if it had been rectified, I replied, no but it was ok. She came back with a bottle of Champagne, a pair of Pyjamas and a makeup bag full of goodies, not just for me but for my sister as well!! To say I was overwhelmed was an understatement! All I can say is Thank you British Airways from the bottom of my heart! The trip was for my Birthday and you certainly made it something special!",positive,0.723159,0,45,9.494767,7.561122
? Trip Verified ,Boeing 777-200,Family Leisure,Business Class,Gatwick to Bermuda,19-Jun,4,5,5,5,2,3,5,yes,10,"  Gatwick to Bermuda. Boarded very quickly and on time, Seating area smart, appearance much better than the old aircraft that normally turn up. Service very good, food was the best I have had from BA, new crockery added to the good feel and appearance, long overdue. Duvet and bedding much better and what you expect for this high-cost route, the Pillow is fabulous, gone are the small pillows and we now have a luxurious pillow you want to use. 10/10 for this flight and the crew, even though it was full up front, I hope this is a turning point for British Airways. Thank you I am looking forward to my Seychelles flight in October and my Rio flight in December, keep it coming.",positive,0.896343,0,45,9.494767,7.561122
? Trip Verified ,A320,Couple Leisure,Business Class,London Heathrow to Larnaca,19-Jun,4,5,5,,,5,5,yes,10,  London Heathrow to Larnaca. Perfect. The early morning departure meant that Terminal 5 was unusually quiet. The Galleries Lounge offered a wide range of food and drinks in a pleasant environment. The flight took off and landed on time. The cabin crew were incredibly attentive and provided a very professional and pleasant onboard experience. Arrival procedures at Larnaca were incredibly efficient. We completed immigration and picked up our hold baggage within 30 minutes of arriving at the gate. All in all a very enjoyable trip.,positive,0.886594,0,45,9.494767,7.561122
? Trip Verified ,A320-200,Couple Leisure,Economy Class,Gatwick to Cagliari,19-Jun,3,2,1,,,4,1,yes,6,"  BA 2616 and 2617 return trip from Gatwick to Cagliari. Both flights on a Saturday and were full. Aircraft was an A320-200 on both legs. Sat in row 7 outbound, 2 rows behind Club Europe. Sat in row 25 on the return, leg room seemed tighter than row 7. The brown leather seating suggested that the aircraft may have been in the BMI Fleet. Didn¡¯t bother with the new M&S On Board service outward, but did on the return. The M&S sandwich was everything you would expect from an M&S sandwich (apart from the cost), but the coffee I had and the tea my wife had were below standard. It also took the 2 cabin crew the best part of 75 minutes to get from row 6 to row 25. The other 2 members of the cabin crew appeared to hide in Club Europe attending to just 10 passengers. Despite quite a lot of turbulence and the Seat Belt sign on for about 30 minutes, they continued to serve hot drinks and passengers were advised to be careful. You are now given a cup of hot water to add your coffee or tea bag to. Also a queue of 7 or 8 passengers requiring the toilet also formed behind the trolley, and they would not return to their seats. The rubbish from the trolley service was collected by hand as we were preparing to land. Outbound flight was fine, Inbound flight was not a great advertisement for BA. Perhaps standards at LGW are not as good as at LHR.",negative,-0.419347,0,45,9.494767,7.561122
? Trip Verified ,A320,Couple Leisure,Economy Class,Heathrow to Kalamata,19-Jun,5,4,3,,,3,3,yes,8,"  Heathrow to Kalamata. Heathrow T5 to Kalamata, Greece 8th June and return 1 week later. Used Avios points to upgrade to exit row seats for more legroom. Bad news - took off 1 1/2 hours late from Heathrow (delays to previous incoming flight) but made up about 1/2 hour on the journey out. Also left Kalamata about 1/2 hour late on our return but landed virtually on time. Seats much more comfortable with more padding than, for example, Ryanair or Jet2.com so with the extra legroom, the flights were pretty comfortable. Expensive (or course) M&S offerings for food but tasty enough. Pleasant FA's so all in all decent flights. Haven't used BA for short haul for quite a few years but would use again if the price was right.",positive,0.503849,0,45,9.494767,7.561122
? Trip Verified ,,Business,Economy Class,London to Gothenburg,19-Jun,,,,,,2,2,no,3,"  London to Gothenburg. Unique procedures that are not adding any order but create a lot of mess. Extra visa checks, passport checks, separate queues, additional controls. Heathrow Terminal 5 is the most bizarre.",negative,-0.696112,0,45,9.494767,7.561122
? Trip Verified ,A320,Solo Leisure,Economy Class,Amsterdam to London,19-Feb,,,,,,1,1,no,1,"  Amsterdam to London on 15th April. I arrived 3 hours before flight where I waited in line for an hour while staff attended to checking people in a what seemed like a turtle paced snail like sense of urgency. After that rather lengthy delay.When I got to the gate on time, I was told the gate was shut. Thinking it must have been some kind of joke, I noted with the British Airways representatives saying that I was on time. She replied yes but you were the last person, everyone had made it before me, my bags were already offloaded she continued to say.  After asking what do I do now? Not having the ability to ring abroad I asked if they could help me which they replied saying there is no Qantas office in Amsterdam and they cannot help me. ",negative,-0.771519,0,45,9.494767,7.561122
? Trip Verified ,A321 Neo,Business,Economy Class,Istanbul to London,19-Jun,1,4,2,,,4,3,yes,5,"  Istanbul to London. My first flight in Economy is the new A321 Neo, The aircraft is set up with the first 15 rows of regular seats and the remaining 17 rows of the new extra slim economy seats. The seat does not recline, is very thin and OK for an hour flight. However 3 hours 45 minutes flight it became pretty uncomfortable after 2 hours. The 5 members of the cabin crew were great serving the usual MS for sale products.",negative,-0.578376,0,45,9.494767,7.561122
? Trip Verified ,,Solo Leisure,Economy Class,London to Dusseldorf,19-Jan,3,3,3,,,5,4,no,6,"  London to Dusseldorf. No free drinks or food, which is pretty normal for short haul flights. Crew was pretty average Seat was average. Ground crew was pretty nice. No inflight entertainment. ",positive,0.641384,0,45,9.494767,7.561122
? Trip Verified ,Boeing 787,Solo Leisure,Business Class,London to Seoul ,19-Jun,1,1,2,1,1,1,1,no,1," London to Seoul. Nightmare experience with British Airways almost constantly. My Business cabin is downgraded to economy at the last minute with a 12 hours long-hauls flight! Lounge simy sucks, cheap, noisy and croweed. Multiple malfunction items on the aircraft including unfolded table. Given the price it Charge, certainly one of the worst airlines one can possible take.",negative,-0.944699,0,45,9.494767,7.561122
Not Verified ,A380,Solo Leisure,Economy Class,London to Vancouver,19-Jun,2,4,4,2,1,3,3,no,7,"  London to Vancouver. Economy was a lot more cramped than I expected. BA had crammed seats in. Crew were okay. Food reasonable really although I had upgraded my food which came before everyone else had theirs which was a shame. Flew back premium class, more room. I probably won¡¯t use them in November when I go back. Timing was good and air quality felt ok as I didn¡¯t get a headache.",negative,-0.788237,0,45,9.494767,7.561122
? Not Verified ,,Solo Leisure,Economy Class,Newcastle to Delhi via London,19-Jun,2,2,2,1,,1,1,no,3," Newcastle to Delhi via London. At check-in , I was charged for carrying 2.8 kilos extra, which is of no problem. I paid a total of ?65 for 2.8 kilos. On my flight from London to Delhi, during boarding I asked for water to which the attendant told she would get but she was busy as customers were boarding the flight. I then  asked for a bottle of water  which she seemed to forget.  2 hours into the  journey, my in-flight entertainment system got stuck on the TV and Radio feature. When the dinner was served, Ithe meal consisted of chicken gravy and mash, along with bread butter and a mousse. Delays caused by British Airways resulted in the flight reaching Delhi late and me missing my connecting flight. But as I landed at Delhi and picked my baggage from the belt, a British Airways staff was ready with another ticket from Delhi to Mumbai without me even asking. ",negative,-0.806201,0,45,9.494767,7.561122
? Trip Verified ,Boeing 747,Business,Business Class,Miami to Delhi via London Heathrow,19-Jun,1,3,3,,,2,1,no,1,"  Miami to Delhi via London.  The BA business class I flew for the first time recently was the worst I have  flown. Whereas most have four seats across British Airways has eight! The lay down beds are hard, thin and short. Not worth the money.",negative,-0.894718,0,45,9.494767,7.561122
Not Verified ,,Solo Leisure,Economy Class,London to Sydney via Singapore,19-Jun,3,3,1,5,,1,2,no,3,"  London to Sydney via Singapore. Checked in with a bag which was 23.4kg. My allowance was 23kg. I was made to repackage the bag and take two pairs of shoes out and place them in my hand luggage, really? I found the food on both legs of the flight horrible.",negative,-0.903643,0,45,9.494767,7.561122
? Trip Verified ,,Couple Leisure,Economy Class,Phoenix to Amsterdam via London,19-May,1,3,1,1,,4,3,no,4,"  Phoenix to Amsterdam via London. It was 10 hrs on a delayed flight, in a cramped seat with no lights, no call light. No entertainment of any sort, and food I found exceptionally bad. The B747 that was terribly maintained. The offer of 20.GBP for compensation is insulting and further exemplifies a lack of concern for your passengers comfort and safety.",negative,-0.814969,0,45,9.494767,7.561122
? Trip Verified ,Boeing 777 / 747,Solo Leisure,Economy Class,Tel Aviv to New York via London,19-Jun,3,4,1,5,,3,3,no,3,"  Standard, run of the mill airline for today's economy. Flew Tel Aviv to New York, with a two hour layover in London Heathrow. Crew was fine, entertainment system on the London to New York leg was very nice. The special meal I ordered was not on either of the two flights. I  called them two and a half weeks prior to departure to check that the meals were in the system, and was assured they were. I submitted a complaint to ba.com and the responses I received were lame and unacceptable. Not a stitch of good will was forthcoming from British Airways, as I suggested topping off my Avios balance to a mere 5000 points (my balance is around 3500). ",positive,0.307388,0,45,9.494767,7.561122
