status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
Not Verified ,737 800,Solo Leisure,Economy Class,Prestwick to Arrecife,21-Nov,3,5,3,,,5,5,yes,10,  I flew from Prestwick to Arrecife on 20/11/2020. Ground staff very friendly and helpful. The cabin crew were excellent. Really efficient providing a fantastic onboard service all with a smile and couldn't do enough. ,positive,0.974131,1,37,8.47658,-5.488938
Not Verified ,,Couple Leisure,Economy Class,Tel Aviv-Yafo to Paphos,21-Nov,1,1,1,1,1,1,1,no,1,"  Well, when a client asks for a glass of water to take his medicine and you say ""no""...say no more. Customer service on the web - also from the worst I have ever seen! Didn't help at all, and didn't try to even look like they are trying to! And advertising 5 euros flights to end up with 100 per a lousy destination. Overall - Abysmal experience! Starting from the ticket purchase straight to the flight to Paphos and back home. And the charging money for almost every step the client takes, really no words left.",negative,-0.87023,1,37,8.47658,-5.488938
? Trip Verified ,,Business,Economy Class,Tallinn to Paris,21-Nov,2,1,,,,1,1,no,1," They are fraudsters. Don¡¯t let their stated prices misguide you: they will charge you at least 3x or 4x the amount. And not only because they don¡¯t mention numerous additional fees, which alone cost much more than the stated ticket price. They will also try to charge you for services that you did not buy. I really cannot understand, what kind of a company can have a single priority: to cheat on their customers, to fool and deceive them. But that¡¯s Ryanair! The feeling of being a victim of an air company¡¯s fraudulent manipulations is awful, it¡¯s like when someone steals your wallet. So, my advice - don¡¯t let such things spoil your journey and choose a more honest and decent company instead. Also, the staff were very rude and unprofessional, but comparing to financial fraud they practice, it does not seem that big.",negative,-0.74759,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737-800,Family Leisure,Economy Class,Odesa to Corfu,21-Aug,5,4,3,2,,2,5,yes,7," The ground service was terrible, but you can¡¯t blame Ryanair as it is outsourced to a different company. Check-in was slow, boarding disorganized, priority boarding passengers did not get their priority. Bought the first row seat on the right, 02F. Great Legroom, and the only seat with a storage pocket. The food which you could purchase was okay, I would recommend going for the croissant. Overall, the flight was definitely worth the price. I strongly recommend buying an extra legroom seat if your flight is longer than two hours.",positive,0.38768,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Paphos to Valletta,21-Nov,3,5,,,,5,5,yes,9,"  I was quite apprehensive about booking with Ryanair having read many poor reviews, so, I read and reread the booking site until I understood what was required. The booking process was simple and easy to follow and I completed it without problems. There was a flight time change which was notified by email. On the days of travel both flights were on time, both staffed by pleasant and efficient cabin crew. The cabin was clean and Covid rules were followed. The seats were OK for short haul flights but hard. We used neither catering or duty free purchasing.We had an enjoyable experience and have no complaints. We will certainly do it again.",positive,0.467423,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Rome to Budapest,21-Oct,1,1,,,,1,1,no,1,"  As I was unable to do an online check-in because of the mistake at their end, the website was not sending one time code for verification. They charged us 55 euros per ticket for check in at the check in counter and when asked about their mistake they said it does not matter if our website was not able to send you a code., we can not do anything about it. This is just a way to rob common people even if the mistake was at their end.",negative,-0.88642,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Cologne to Bergamo,21-Nov,3,3,,,,1,1,no,1," There were 2 flights one after the other (as I discovered later) at the same gate in a far corridor without speakers. I was at the gate one hour before a few meters from the desk, in the photo you can see how close I was. I had other people around me waiting for the next flight so I was not aware the gate closed. My name was automatically called in the airport but not in that corridor and the very unfriendly employee didn't say a word like ""the gate is closing any other passenger?"", not a word. When I got aware he simply repeated ""the gate is closed"" without neither watching me in the face or answering to any further question.",negative,-0.737282,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Bologna to London Stansted,21-Nov,1,3,,,,1,5,no,1," I have been forced to pay an extra of 45(ish)€ at the gate for the same hand luggage that I brought for free 4 days ago. All the staff at the gate were stating that I had no right to bring a hand luggage with me, and they kept denying it even though I showed them that on Ryanair's website it is written that 1 hand luggage is always included. Not recommended all, I will never take a Ryanair flight anymore.",negative,-0.857093,1,37,8.47658,-5.488938
Not Verified ,,Couple Leisure,Economy Class,Manchester to Budapest,21-Nov,1,2,,,,1,3,no,2,"  In a covid world the cabin was disgusting, it does not look like things have been cleaned enough or to a good enough standard. As soon as we got to our seats there were marks and when opening the food tray it was absolutely disgusting with splash marks all over it.",negative,-0.969729,1,37,8.47658,-5.488938
? Trip Verified ,,Family Leisure,Economy Class,Crete (Chania) to Athens,21-Sep,1,1,,,,1,1,no,1," Our flight from Crete to Athens started off with online check-in issues. We followed the prompts, but there was no option for check in, only to cancel or change flight. We even watched a video but never was presented with a check in option on the mobile website. When we arrived at the airport, we spoke to one of the employees at the bag check line, and explained to her our issue with online check in. She offered no help or advice, only said there is nothing for her to do and that we must pay €55 each to print our tickets or we could speak to her coworker at a Skyserv help desk. We proceeded to the alternate employee at the Skyserv booth and once again explained our troubles with online check in. We even showed her the step by step process in which we tried to check in on our mobile phone. She started to raise her voice and said ¡°I don¡¯t know why you¡¯re the only people having an issue. Other customers don¡¯t have this issue. It¡¯s clearly something you did wrong!¡± Instead of providing us with actual help and presenting a fix to the issue that we physically showed her on the phone, she was dismissive, blaming us, and outright rude. When we wished to escalate the matter, she refused to tell us her name and began acting even more erratic. She stated that ¡°Ryanair will know who I am and I don¡¯t have to give you any information.¡± At this point we were forced into making one of two decisions - miss our flight or pay €55 for each boarding pass. Extremely unsatisfied with the lack of help, we returned to the bag check desk, and decided to go ahead with the payment. At our second interaction with the bag check staff, we were informed that the price per boarding pass is now €62.50! We showed them the Ryanair email that said it was €55 and explained to said staff that she told us ten minutes prior that it was a €55 fee. The employee told us to look at her screen if we have an issue, because that¡¯s what it says and she could give no explanation for the discrepancy in Ryanair email or what we were previously told. At this point we were uncomfortably coerced into choosing to either miss our flight or pay this new arbitrary price that no employee could give an explanation for. No one can explain to us why we were unable to check in online and no one can explain to us why there was an increase in price after this entire debacle. Fast forward two months after this incident and multiple complaints to Ryanair, they finally responded with again no resolution. A representative from Ryanair emailed stating, ""At first, I would like to express our sympathy regarding the circumstances resulting in you being unable to have done the check-in online. However, if a customer does not manage to check-in online then an airport check-in fee of €55/?55 per person is applied."" This acknowledges our inability to check-in, but somehow still place the blame on the customer. When questioned about why we were arbitrary told to pay €62.50 by the bag check staff when Ryanair and this representative's email clearly stated €55, another rep responded back with, ""Unfortunately, as per the previous responses you have received, our standpoint remains unaltered that means according to our agreed Terms and Conditions Article 10.1 all monies paid towards Ryanair are non-refundable."" So again no explanation. It really feels like a ""you have to pay whatever amount we tell you or you get to miss your flight"" situation. Ryanair is all about customers' dollars but not customer service!",negative,-0.813847,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Stansted to Rome Ciampino ,21-Nov,1,1,,,,1,1,no,1,"  
Arrived at the gate in good time at stansted and the crew at the gate told me off for arriving when they had only just called final boarding. Told my husband they were lucky they were letting him on the flight. The flight was ok out, until one of the crew shouted at the man next to me whose small washbag had broken and was trying not to drop things out of it as he was putting it in the overhead locker. Arrived with all documentation, getting my PLF form sorted to show the gate on my phone and was asked if I¡¯d had a Covid test (this was Italy now trying to return) all paperwork complete and was told not to bother showing my PLF as needed a Covid test and wasn¡¯t allowed to board. We are fully vaccinated and have our day 2 tests ordered. Still refused boarding, despite saying we didn¡¯t need them but he wouldn¡¯t/couldn¡¯t speak English. Took a taxi (€60) to get a test (€30) & bought tickets @ €270. We don¡¯t need a Covid test, should have been allowed on our flight and as Ciampino airport closes overnight we are being made to sleep in the street. Well done Ryanair, great customer service and care for customers yet again. I am standing outside the airport now can hoping for a dry night as this will be where I will be. ",negative,-0.672128,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Valencia to Palma de Mallorca,21-Nov,,,,,,,5,no,3,"  I booked multiple flights with Ryanair, but I only needed to check baggage on one of them. I accidentally added it to the wrong one (60EUR), and when I contacted them to switch it to the right flight I was informed that it was ""against company policy"" to do so.  Do not expect any form of customer service.",negative,-0.728321,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Frankfurt to Barcelona,21-Nov,3,2,,,,2,2,no,5,  I had bad experience with flight. Flight was 30 minutes delayed. We have to stand out in cold for getting flights to ready. Flight was full although the crew members are trying their best to give. Toilet was dirty and unhygienic. Please serve at least bottle of water to the passenger for free.,negative,-0.669316,1,37,8.47658,-5.488938
Not Verified ,,Solo Leisure,Economy Class,Bristol to Knock,21-Oct,2,3,,,,1,1,no,1,"  First time travelling since pre COVID and thought I could check in at the desk with my bag. I was fined ?55. No complaints but it would have been good to get a warning via email, also the employee checking me in at Bristol was incredibly rude and aggressive, no pls or thanks when taking my cash. Return leg I had already paid ?70 for a checked bag booked via skyscanner. On the way back, the app was trying to charge me for a bag as I checked in. When I got to the airport, I was informed that I was to be charged €60 to check the bag in. Both staff dealt with were incredibly rude, offered no apologies and said it wasn¡¯t their problem as I had booked on a third party website. When I complained that I had already paid for my bag, they threatened to cancel my flight. Zero customer service, ?130 paid for a bag; and why do Ryanair use Skyscanner and other websites if you should only book on their website as their employees told me at Knock? ",negative,-0.787134,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737,Solo Leisure,Economy Class,Alicante to Stansted,21-Oct,3,1,,,,5,5,yes,8,"  Another good value Ryanair trip with seat choice and checked bag. No major drama to report with this value product. On time as usual, clean aircraft and rather smooth process for check in. I did like that staff were on hand to pre-check papers before the check in desk. Quite smooth. Cabin crew however were looking tired and disinterested in each other and the service on a whole from them was lacklustre. No smiles no friendliness and very poor English language abilities. Other than that it was good. Always been a fan of Ryanair and will continue so.",positive,0.738241,1,37,8.47658,-5.488938
Not Verified ,,Solo Leisure,Economy Class,London to Berlin,21-Oct,1,1,1,1,,1,1,no,1,"  Ryanair does not have any respect for the customers and are just a money seeking airline. They do not see the mistakes of their own, but of the customers only. From check-in to security check up until getting on the flight it was full of chaos. Although we had plenty of time left, we had to be in a hurry but at the end we, us ourselves, found out that the plane was delayed. They did not make a single announcement about the delay, or sorry for the inconvenience. All they did was sit and do nothing. Thanks for ruining my trip to London. They charge you 3 euros for a bottle of water. Due to the run I had to make to the gate, because they had their problem, I needed water, but no! It's Ryanair, they will charge you for every single penny. I hope they fix their problems for other future customers.",negative,-0.751382,1,37,8.47658,-5.488938
Not Verified ,,Family Leisure,Economy Class,Bergamo to Stansted,21-Oct,1,1,,,,1,1,no,2,"  I did a COVID test in Italy, they gave me the result in Italian, as I was in Italy I couldn¡¯t imagine that the result had to be in English too, on boarding they didn¡¯t me allow to get to the plane and told me to talk with their staff at check in and to do another test at the pharmacy. I spoke with them and they told me I had to pay 200 euros to fly in another flight because my flight had 30 min to departure. The worst airline in the UK. I had a test that was not in in English but anyone can read that it was negative, what¡¯s the difficulty for an Italian born to read it?",negative,-0.871491,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Corfu to Southend,21-Oct,1,1,,,,1,1,no,1,"  Coming back from Corfu was a nightmare. I am not moaning about our flight being cancelled because that may have been out of Ryanair's hands but the fact that they did not help with anything after we were told that the flight was cancelled is unbelievable! We were told to book our own flights and find accommodation. We were offered no care packages which are promised if your flight was delayed, in fact we were offered no help at all. We tried all night to talk to Ryanair through their app which was a total waste of time because we were never connected. We didn't have any children with us but many people did and their accommodation and flights must of been astronomical to rebook. I can not believe how they just dismissed us from their minds. I will think twice before using them again and I will definitely not recommend them to anyone",negative,-0.836887,1,37,8.47658,-5.488938
Not Verified ,,Business,Economy Class,Madrid to Mil¨¢n,21-Oct,1,1,1,1,1,1,1,no,1,"  Worst airline ever, I have travelled with this airline several times and what applies to a city doesn¡¯t apply to another. It¡¯s supposed to be considered a low cost airline but they look for every possible way to charge you, I had no trouble getting my suitcase on the flight in Madrid airport but they made me pay for it the Canary Islands, I arrived 2 minutes late for boarding today¡¯s flight (28 minutes still for take off), a lady was just in front of me, they let her pass and didn¡¯t let me, said they had already closed. 2 ladies stated that all flights close their doors 30 minutes before departure when we all know that¡¯s a lie. They start boarding 30 minutes before departure. They were very rude and should not work in customer service, it is not meant for everyone. ",negative,-0.934938,1,37,8.47658,-5.488938
Not Verified ,,Couple Leisure,Economy Class,Barcelona  to Paris Beauvais,21-Sep,2,1,3,,,1,1,no,1,"  Because we had 2 bags that were slightly bigger than the requirements, they charged us 92 euros. I had never had problems with that luggage as cabin baggage in other airlines.",negative,-0.805538,1,37,8.47658,-5.488938
Not Verified ,,Solo Leisure,Economy Class,London to Madrid ,21-Sep,5,5,,,,5,5,yes,10,  I hadn't been travelling for 2 years since covid. I used to travel a lot but always was flight 'sick'! I hate take-offs and landings and I think that the best take-offs I had in years was on my flight to London! It was smooth and neat! Pilots don't often get to be congratulated on their skills but I do believe that it takes a lot to ensure that the experience on the flight is seamless even with a couple of turbulences! So congrats to the crew for making me want to travel again despite my fears!,positive,0.495235,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737,Couple Leisure,Economy Class,Valencia to Milan,21-Sep,1,1,1,,,1,1,no,1,"  Delays may happens but behavior of Ryanair is not customer oriented. With 3 hours of delay they sent voucher for just 4 euro meal, available only in cafes outside the departure area. And the delay of the departure is declared 2 h and 55 minutes in order not to pay compensation as per EU rules that starts with 3 hours delay. ",negative,-0.878219,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737-800,Business,Economy Class,Kyiv to Krakow,21-Sep,5,5,,,,5,5,yes,9,"  I returned to Kyiv City (Borispol) from Cracow aboard Ryanair flight FR7262 on the evening of 11 September 2021. Owing to circumstances beyond my control, I was unable to complete the check-in process online (due to technical difficulties) prior to my departure for the airport. Arriving at the ticket counter 5 hours before the flight's scheduled departure, I approached the ticketing counter, explained my dilemma to a ticket agent, and with her able and timely assistance was able to implement a work-around on my mobile device which enabled me to eventually obtain my boarding pass. The agent was courteous and patient as she worked to sort out my problem. Ryanair's business model is predicated in hyper efficiency, so traditional ""customer service"" per se often suffers, and often results in decidedly mixed reviews from travelers. Thankfully, there are exceptions to every rule and it is my pleasure to proffer two thumbs up and a well-deserved Five Star rating for my recent experience. ",positive,0.427407,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Vienna to Dubrosnik,21-Sep,2,3,,,,1,1,no,2,"  Total disappointment. Flight FR9755 from Vienna to Dubrovnik on Sep 9th, 2021. Arrived 2 to 3 hrs before the flight. There was a very long line of about +100 people at the airport, so as I just had a carry on prepaid luggage I tried to check in online from home, but website was not letting me after multiple attempts. At the airport tried to find a Kiosk to check in, but there was none. Kept trying desperately online with the Ryanair app but it stated online check in was closed, almost 2 to 3 hrs before departure. I had no choice to get on that never ending like. After waiting for almost 2 hrs I finally managed to get to an agent, who was super stressed. She said I should have checked online, so she charged me USD55 per person for checking in at the airport agent.  Tried to explain that I tried countless times, even showed her screenshots. Ended up paying 55x3=165 Euros for my family of 3, and almost missed the flight due to the very long time it took to simply check the in. I will definitely never fly on that airline again. Worse customer service I¡¯ve ever experienced.",negative,-0.831571,1,37,8.47658,-5.488938
Not Verified ,,Solo Leisure,Economy Class,Stansted to Shannon,21-Jun,1,3,,,,1,1,no,1,"  Do not book car parking with this company - when they mess it up they refuse to respond to letters, e mails or phone calls. I followed their instructions to write to customer services which I have done so twice, emailed twice and phoned several times but no one responds. They owe me ?99 for parking at Stansted that was never prearranged for me despite the deduction from my credit card - their customer service facility is a con and would appear to be non existent apart from a recorded ¡°we are too busy to talk right now¡± message!",negative,-0.95506,1,37,8.47658,-5.488938
Not Verified ,,Solo Leisure,Economy Class,London to Rodez,21-Sep,1,1,1,1,1,1,1,no,1,"  The most horrible airline I have ever flown in my life. First I bought my ticket thinking I could put a piece of luggage in the hold, I had a doubt so I contacted Ryanair chat who confirmed that I was entitled to a 10kg suitcase in the hold and when I arrived for check in, the agent told me no and I had to pay ?35.99. I went to visit my parents in France for 3 days, following the English law, I have to do a PCR test 2 to 3 days before my departure to come back and after 2 days when I arrive on the UK soil. This is what I did, last Thursday when I wanted to board to come back home in England, the agent for the check in told me that my health pass has expired by 2 hours and that she can't check me in. I found myself alone in a city I didn't know, I had to take a taxi to go to the nearest city + take a hotel room at my expense. Also I had booked a hotel in London the night I arrived and unfortunately I lost my room. The worst day of my life even though I had made the necessary arrangements. I was in a small airport near Rodez and there was no flight to London until Sunday. The next day I had to go to the pharmacy for another test + buy a train ticket to Toulouse and then take another plane to London. In total I spent ?300 because of a person at the airport who was incompetent and did not help me at all. I can swear that in these situations you feel really alone. I flew with Easyjet the next day and had absolutely no problems, they are really nice and friendly.",negative,-0.780548,1,37,8.47658,-5.488938
Not Verified ,,Family Leisure,Economy Class,London Stansted to Rome Ciampino,21-Jul,2,3,3,,,1,1,no,2,"  Terrible customer service, painfully slow check-in and shockingly incompetent organisation/administration. At check-in, Ryanair staff directed dozens to just a couple desks. We waited over an hour and a half and, despite arriving nearly 2 hours early, ended up missing our flight. At least a dozen people also missed our same flight, not even mentioning people on other flights. After a long battle with customer service, we learned Ryanair had effectively zero plans for any rebooking, refund or compensation. I beg you, please, please do not fly with them. They are scam artists and nothing else.",negative,-0.888034,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Vienna to Tel Aviv,21-Sep,2,1,,1,1,1,1,no,1," Worst company I have ever flown with. Very long and crowded lines to check in the bags (almost 90 minutes waiting just to check in!). In addition, when we were close to the counters, they announced other flights should pass us. That caused a huge mess in the lines and made us loss our place in queue. Finally, the line to the boarding was not organized as well and very crowded. Very bad experience!",negative,-0.920054,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Frankfurt to Athens,21-Aug,3,,,,,1,1,no,1,"  I had a very small luggage pack and they made me pay for it €50. When I have tried to pay for my luggage, they didn't accept my cash, so I tried to pay with my Bank Card, but my bank was not accepted. Furthermore during the whole process there was a lot of pressure from the personal. I don't recommend to use this airline.",negative,-0.617406,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Yerevan to Vienna,21-Aug,2,1,,,,3,2,no,3,  Very bad experience because of unprofessional staff. The cabin crew insisted that only large bags should be stored in the overhead lockers. The seat belt sign was on the duration of the flight despite that no turbulence was experienced.  They advertised the food and drinks and merchandise a lot despite I did not see anyone buy any of the items on display nor any of the food besides a few bottles of water.,negative,-0.919695,1,37,8.47658,-5.488938
Not Verified ,,Business,Economy Class,Athens to Dublin,21-Jul,1,2,2,1,1,2,2,no,2,"  Just the worst.  Queuing for nearly an hour to check a bag, then again waiting to board. Had to fly Ryanair for work and in future I make a note I don¡¯t fly Ryanair.",negative,-0.844215,1,37,8.47658,-5.488938
? Trip Verified ,,Business,Economy Class,Frankfurt to Budapest via Stansted,21-Jul,,,,,,1,2,no,1,"  I was not allowed on the Frankfurt - Stansted - Budapest flight. I was told that I needed an additional visa to the UK. I have a permanent residence permit in Germany.  They were extremely rude to me, they refused to provide any justification, as well as to issue a notice of cancellation from the flight. The documents themselves and boarding passes on the Internet are presented in a terrible form - it is not clear what and where they will require and what they will not. ",negative,-0.93398,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Sofia to Milan,21-Jul,,,,,,,1,no,2,"  I was tested positive for covid-19 before my flight, for this reason I took and insurance covering a refund in such cases. However , I cannot reach ryanair in any way, chatbot is useless, phones are not being picked up, the refund application form doesn't approve the code of the booking as it is from Bulgaria and the only options are (FR;UK LE). There is no e-mail or customer service in Bulgaria so there is no way I can actually reach Ryanair to apply for the refund which is ridiculous.",negative,-0.773392,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737-800,Solo Leisure,Economy Class,Budapest to Stansted,21-Jul,1,1,1,,,1,2,no,2,"  I had always promised myself I¡¯d never fly Ryanair but this time they were my only option. First up, booking and checking in etc. I found it pretty simple, I heard horror stories about people being charged ridiculous sums at checkin for boarding passes etc but so long as you read the instructions on the website you can¡¯t really go wrong. And that¡¯s the only positive thing I¡¯m going to say about Ryanair. The aircraft was a new looking 737-800. On my flight out to bud from stn I was lucky enough to have an entire row of seats to myself, despite the rest of the aircraft being near capacity. Any airline I¡¯ve flown with, in hot weather, will have the cabin a/c active for boarding. Not Ryanair. We sat in 30 degree heat for about 30 minutes with not so much as a breeze.  That didn¡¯t really matter though, because the overhead fans were just awful. On this aircraft were recessed into the facia, so the direction couldn¡¯t be altered. Add to that the ¡°breeze¡± wouldn¡¯t have been sufficient to blow out an already fading candle on a child¡¯s birthday cake. I had two fans pointing vaguely in my direction, both set to full, both failing to live up to their job descriptions. The seats were they bad, narrow and with about 2mm of padding.  Now for the speedy boarding scam, I was standing in the terminal in BUD with the rest of the non speedy folk while the last of the speedy boarders had cleared the gate a good ten minutes previously. I was a little miffed up until I saw the speedy boarders all standing in a ¡°cage¡± section of the air bridge (pictured) completely in air conditioned and completely open to the more than 30 degree heat. Contrast that with the regular folk who were enjoying the departure gate a/c. Both my flight to BUD and return flight to STN arrived late, yet Ryanair insisted upon playing their obnoxious fanfare. A truly horrible experience and I really hope I never have to fly with them again.",negative,-0.661373,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Madrid to Gothenburg via Stansted,21-Jul,1,1,,,1,1,1,no,1," Do not fly with them, however low the cost might be, you will end up loosing your trip or paying high fees! The personnel of Ryanair at the airport in Madrid were incredibly rude, and uninterested in helping with anything, one woman screamed at me, another threatened to call the cops at a nice lady who also had trouble (and called the cops on a young girl who the staff had promised that a certain document was enough to travel but then when she came to do the check in they denied her). The worst service I have experienced! Shame on Ryanair and it¡¯s staff for treating me and other passages like this!",negative,-0.931901,1,37,8.47658,-5.488938
Not Verified ,,Couple Leisure,Economy Class,London to Crete,21-Jul,1,1,1,1,1,1,2,no,1,"  Ryanair should be shut down. They don¡¯t hire enough staff to get people on the plane even if you are at the airport early enough. Basically in beach or law. They are rude, and it¡¯s a mess. They should be heavily penalized or shut down. More of a public menace.",negative,-0.816854,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Cologne to Vienna,21-Jul,2,2,,,,1,3,no,3, I have to say grumpy staff at the check in is already a terrible start. Not everyone flies all the time and knows where to go. I watched the lady first deal with another client. She should not be allowed to deal with people the way she speaks to you. Then I had the same at C05. If this is anything to go by I will avoid Ryanair for sure. Eurowings I had nothing like this. I cannot believe how rude and how the staff don¡¯t care.,negative,-0.744821,1,37,8.47658,-5.488938
Not Verified ,,Solo Leisure,Economy Class,Barcelona to Ibiza,21-Jul,1,1,,,,1,1,no,1,  Simply the most inhumane airline I have ever run across. I tried to get help at the Barcelona Ryanair ticketing counter. Then went to their ticketing counter in Mallorca and I tried the boarding staff. Every single person was absolutely rude and unhelpful. I watched a man have to put on layers of clothing so he could board the aircraft within their carry on baggage rules. He had nothing and they just watched as he put layer upon layer of clothing. You know as soon as he boarded he would take off the clothes. I am 60 yrs old and travelled all over the world many times and have never seen such disgusting behaviour.,negative,-0.964197,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737-800,Couple Leisure,Economy Class,Sofia to Venice,21-Jul,3,3,2,,,3,4,yes,6," The ground crew were friendly and efficiently handled the new document requirements for travelling to Italy during the Covid-19 pandemic, including the new EU Digital Covid Certificate. From boarding to deplaning, everything was ¡°Covid Clean¡±. Our 2 hour 40-minute flight from Sofia to Treviso was on an older 737-800, but it was still relatively ship-shape. The legroom was as expected (dismal) and the snack wasn¡¯t anything to write home about, but the crew were great. The bottom line: Ryanair is what it is - Cheap.",negative,-0.52632,1,37,8.47658,-5.488938
? Trip Verified ,,Couple Leisure,Economy Class,Budapest to Rome,21-Jul,1,3,,,,3,3,no,3," Flight was on time and staff were friendly, nothing to say about that. My traveling companion and I had to spend 10 Euro extra each only to have seats close to each other, but this is a well-known part of the deal with Ryanair, so I cannot complain about that either. What I find unacceptable is that, in spite of their assurances, precautions against covid-19 are almost non-existent: to board the plane, people have to stand in a tightly packed line, after that, we were made waiting in a tightly packed corridor without windows. On the plane, although it was announced once at the beginning of the flight that masks are compulsory, about half of the passengers did not were them, but the crew seamed not to bother. When I complained about that to a flight attendant, she answered that they were going to make an announcement about that, but that did not happen. In this period in which a common effort is needed to allow our lives and economies restart without making the pandemic restart again, Ryanair is not making its part!",negative,-0.686073,1,37,8.47658,-5.488938
? Trip Verified ,,Family Leisure,Economy Class,Malaga to Palma,21-Jul,4,2,,,,3,4,no,3,"  I have flown with RyanAir many times and I know what to expect since it¡¯s cheap. But yesterday was my first flight since COVID-19 started. Everything was the usual, but there was one thing that I just can¡¯t help being really really annoyed about. The fact that the place three family members in three different places in the plane (an eleven year old girl alone) during times where we should keep distance to other people. I know as a fact that they did this to other families as well, as I asked the guy next to me to swop seats with my daughter. He got very happy as my daughter was sitting next to his brother. I know this is part of their policy that you have to pay for choosing seats next to each other but during COVID-19 this is simply not good enough. Shame on you Ryanair!",negative,-0.535419,1,37,8.47658,-5.488938
? Trip Verified ,,Solo Leisure,Economy Class,Bezier to Brussels,21-Jul,,,,,,1,1,no,1,"  Very bad customer service. When I tried to contact by phone this was answered with an automatic reply and later it was simply dropped. When trying via chat I had to wait almost 5 hours until I was told a contact. However, he could only give me the information I already found on the internet. So I was not helped further. The prices of the tickets are cheap and you can definitely see that in their customer service! Not recommended!  Zeer slechte klantenservice. Toen ik contact probeerde op te nemen via telefoon werd dit beantwoord met een automatisch reply en later werd het gewoon afgelegd. Bij het proberen via de chat moest ik bijna 5 uur wachten totdat ik een contactpersoon te horen kreeg. Die kon me echter enkel de informatie geven die ik al vond op het internet. Ik werd dus niet verder geholpen. De prijzen van de tickets zijn goedkoop en dat zie je zeker terug in hun klantenservice! Geen aanrader!",negative,-0.5526,1,37,8.47658,-5.488938
? Trip Verified ,,Business,Economy Class,Prague to Bologna,21-Jul,,,,,,,1,no,1,"  I had positive experiences in the past with ryanair, better than other low cost. This time though I felt it's important to share. I do not recommend to buy tickets with them now in time of COVID. Ryanair promises to change your flights free of charge or extend voucher, but one week before flight. I supposed to fly to Bologna from Prague, pre condition is to have a PCR test not older than 3 days. My husband got positive and obviously we had to go to quarantine. I reached out ryanair and only option available was actually to change flights, but for every option they were charging full price extra for luggage (it's 40 euro on top of 50 I have already paid for luggage) and therefore any option I was extra I have to pay to keep tickets was way higher than to buy completely new. So I've asked if there is a way to cancel and get at least something back even through voucher to use it for other flight, but 150 euro of one ticket thrown away. But in this particular case it's cheating on clients: we are doing here tests on weekly base and you cannot predict to get Covid before flight if you were fine week before and extra nearly full charge for luggage on top is really stealing money. Now my feelings are that if I have to fly, next time I will buy tickets with someone else.",positive,0.309201,1,37,8.47658,-5.488938
? Trip Verified ,Boeing 737-800,Couple Leisure,Economy Class,Amsterdam to Dublin,20-Dec,2,5,3,,,4,5,yes,8,"  This was my first flight with Ryanair. The airplane still had the old cabin so the seats were not so comfortable, and the seatpitch was not too great. Boarding went quite fast, and we departed on time. There was catering on board but my debit card didn¡¯t work, so they handed me the bottle of water for free. Can¡¯t complain about that! The cabin crew was nice during the flight. Overall a great first experience, definitely because I only paid €5 for this flight!",negative,-0.411619,1,36,7.40001,-6.923629
? Trip Verified ,Boeing 737-800,Family Leisure,Economy Class,Eindhoven to Pisa,21-Jun,3,4,,,,4,5,yes,7,"  I had a 3.5 hour delay because of predicted weather conditions. The airline notified me a day before departure. Not there fault of course but i did arrive quite late in Pisa. Boarding went pretty fast, we had to wait outside for 10 minutes, but it went fast overall. The flight was fully booked. It was a plane with the newer seats which had a surprising amount of legroom. The seat however was a little uncomfortable. There was catering on board. Overall i think it was a great flight, especially because it only cost me €25. I will definitely fly Ryanair again soon.",positive,0.269889,1,37,8.47658,-5.488938
